,origin,bar_name,cocoa_%,ingredients,review,rating
2211,Blend,Chef's Blend,70.0,"3- B,S,C","grassy, dairy, mild fatty",3.25
2212,Venezuela,Patanemo,70.0,"3- B,S,C","nutty, chocolate ice cream",3.75
2213,Blend,"Crazy 88, Guat., D.R., Peru, Mad., PNG",88.0,"3- B,S,C","pronounced berry,mild smoke",4.0
2214,Venezuela,"Maracaibo, El Vigia",70.0,"3- B,S,C","delicate, nutty, cocoa, dairy",4.0
2215,Blend,"Equator, Peru, Dom. Rep",67.0,"3- B,S,C","roasted nuts, burnt brownie",4.0
2216,Venezuela,"Orinoco, batch ORI 1",70.0,"3- B,S,C","creamy, nutty, roasty",3.25
2217,Jamaica,"Bachelor's Hall E., St. Thomas Parish, batch bh1",70.0,"3- B,S,C","floral, berry, clove",4.0
2218,Nicaragua,"La Tronca, Matagalpa",70.0,"3- B,S,C","basic chocolate, accessible",3.5
2219,Peru,Maranon Canyon,70.0,"3- B,S,C","creamy, sour orange",3.75
2220,Nicaragua,La Dalia,70.0,"3- B,S,C","spicy, woodsy",3.25
2221,Ecuador,"Camino Verde P., Balao, Guayas",80.0,"3- B,S,C","robust, nutty, brownie",3.5
2222,Vanuatu,"Espiritu Santo, 'Smoke Monster', batch sm1",70.0,"3- B,S,C","creamy, smokey, rich cocoa",3.75
2223,Blend,"Little Big Man, Madagascar & Ecuador",70.0,"3- B,S,C","tart, mild sour",3.25
2224,Venezuela,CSB Chama,70.0,"3- B,S,C","roasted nuts, dried fruit",3.5
2225,Venezuela,Porcelana,75.0,"3- B,S,C","balanced, nuts, strawberry",4.0
2226,Dominican Republic,"Oko Caribe, Duarte P., Collab w Chocosol",62.0,"3- B,S,C","creamy, sweet, deep choco",3.5
2227,Madagascar,"Sambirano Valley, Black Science, B-60307.0",70.0,"3- B,S,C",robust dark tropical fruit,3.5
2228,Brazil,"Bahia Black, batch bra50722.1",70.0,"3- B,S,C","creamy, diluted, mild choco",3.5
2229,Nicaragua,"Chuno, San Jose de Bocay, Pantasma R.,B.S.",70.0,"3- B,S,C",evolves black pepper to citrus,3.75
2230,Blend,"Abstract S. w/ Jamaica nibs,batch abs60323.0",75.0,"3- B,S,C","banana, nutty",3.75
2231,Vietnam,"Tien Giang, Black S., batch VIT60420.0",70.0,"3- B,S,C","creamy, honey, blackberry",4.0
2232,Ecuador,"Camino Verde, Black S., batch cvu6030.0",70.0,"3- B,S,C","nutty, banana, harsh ending",3.25
2233,Fiji,Fiji,70.0,"3- B,S,C","creamy, roasty, woody",3.25
2234,Colombia,Arauca,70.0,"3- B,S,C","creamy, honey, marshmallow",4.0
2235,Haiti,"Pisa, Creole Gardens",70.0,"3- B,S,C","sweet edge, lemon, muted",3.0
2236,Madagascar,"Bejofo, Sambirano V., Akesson E.",70.0,"3- B,S,C","creamy, acidic, balanced",4.0
2237,Venezuela,"Choroni, Aragua, Finca Torres Farm",70.0,"3- B,S,C","nutty, cocoa",4.0
2238,Madagascar,"Bejofo, Sambirano V., Akesson, b. 6116-BEJ210324",70.0,"3- B,S,C","red fruit, peanut butter, cocoa",3.5
2239,Venezuela,"Guasare, Rosario de Perija, b.4279-GUA201123",70.0,"3- B,S,C","spice, sour malt, woody",3.5
2240,Blend,Dream Machine (Mad./Dom.Rep./Ecuador),62.0,"4- B,S,C,V","sweet, cocoa, candy like",3.25
2241,Vietnam,"Ben Tre, batch BEN210924 8983",70.0,"3- B,S,C","cinamon, nutmeg, hot cocoa",4.0
2242,Uganda,"Semuliki Forest, Bundibugyo, b. 13416SEM220426",70.0,"3- B,S,C","creamy,choco strawberry,vanilla",4.0
2243,Nicaragua,Nicaragua,70.0,"2- B,S","earthy, dried fruit, complex",3.25
2244,U.S.A.,"Hawai'i Island, Big Island",70.0,"2- B,S","intense, tannic, choco, earthy",3.5
2245,Dominican Republic,Dominican Republic,70.0,"2- B,S","few grits, sweet, cocoa",3.25
2246,Ecuador,Ecuador,75.0,"2- B,S","dry, floral, earthy",3.25
2247,Papua New Guinea,Papua New Guinea,77.0,"2- B,S","sandy, smokey, fruit, sour",3.25
2248,Madagascar,Madagascar,70.0,"2- B,S","tart, sour, basic",3.5
2249,Venezuela,Venezuela,75.0,"2- B,S","dry, earthy, roasty",3.5
2250,Tanzania,Tanzania,80.0,"2- B,S","sticky, mild fruit, brownie",3.5
2251,Dominican Republic,AgroCriso Plantation,70.0,"4- B,S,C,V","oily, floral, dairy",3.0
2252,Dominican Republic,AgroCriso Plantation,80.0,"4- B,S,C,V","fatty, muted strawberry",3.0
2253,Dominican Republic,AgroCriso Plantation,75.0,"4- B,S,C,V","oily, floral",3.25
2254,Vanuatu,Malekula Island,72.0,"3- B,S,C","bready, sour milk, fatty",2.75
2255,Dominican Republic,"Dominican Republic, lot D82R",70.0,"3- B,S,C","spicy, chocolatey",3.5
2256,Ecuador,"Ecuador, lot E432314L",70.0,"3- B,S,C","floral, sandy",3.75
2257,Madagascar,"Madagascar, lot M0403R",70.0,"3- B,S,C","powdery, cherry, astringent",3.75
2258,Peru,Peru,70.0,"3- B,S,C","floral, earthy, burnt rubber",2.75
2259,Ecuador,Ecuador,70.0,"3- B,S,C","floral, astringent",3.5
2260,Dominican Republic,Dominican Republic,70.0,"3- B,S,C","sandy, robust, grapes, malt",3.75
2261,Belize,"Maya Mountain, Toledo District, batch 12-1",70.0,"2- B,S","strong roast, tart raspberry",3.25
2262,Madagascar,"Bejofo, Akesson, batch 10-1",70.0,"2- B,S","plum, roasty undertone, sour",3.5
2263,Uganda,"Bundibugyo, Semuliki Forest, batch 9-1",70.0,"2- B,S","dairy, cocoa, well balanced",3.5
2264,Bolivia,Alto Beni,70.0,"4- B,S,C,L","fatty, mild fruit, off note",3.0
2265,Dominican Republic,Dominican Republic,70.0,"3- B,S,L","unrefined, sweet, mild coffee",3.0
2266,Dominican Republic,Dominican Republic,84.0,"3- B,S,L","gritty,intense coffee, metallic",2.25
2267,Madagascar,Bejofo,70.0,"2- B,S","slow to develop, melon, earthy",3.25
2268,Belize,"Maya Mtn, March-May 2020 harvest",70.0,"2- B,S","honey, cocoa, graham",3.5
2269,India,"Idukki, GoGround, 2019 harvest",70.0,"2- B,S","raisins, molasses, herbal tea",3.5
2270,Ecuador,"Bolivar, Arriba",70.0,"4- B,S*,C,V","coconut, mild vanilla",3.0
2271,Dominican Republic,Hispaniola,70.0,"4- B,S*,C,V","coconut, cocoa, few grits",3.0
2272,Guatemala,Cacao Verapaz,70.0,"4- B,S*,C,V","dried fruit, coconut, few grits",3.0
2273,Nicaragua,Rio Tuma,70.0,"4- B,S*,C,V","brownie, few grits, sandy",3.0
2274,Madagascar,Sambirano Valley,70.0,"4- B,S*,C,V","red fruit, coconut",3.0
2275,India,India,72.0,"4- B,S,C,V","peanut butter,vanilla,artificial",3.25
2276,Brazil,"Bahia, Agri-Forestal Plantation, 2010",68.0,"4- B,S,C,V","creamy, vanilla, moldy",2.75
2277,Ecuador,"Ecuador, Midnight Dark, batch 600414",84.0,"3- B,S,C","floral, hints of fruit",3.5
2278,Ecuador,"Ecuador, Twilght Dark, batch 500414",70.0,"3- B,S,C","oily surface, floral, earthy",3.5
2279,Bolivia,"Wild Bolivia, batch 260",70.0,"3- B,S,C","fatty, rubber, off notes",2.5
2280,Philippines,"Samar, East Visayas region",65.0,"4- B,S,C,V","vanilla, sweet",2.5
2281,Philippines,"Samar, East Visayas region",70.0,"4- B,S,C,V","dry, sweet, vanilla(n)",2.5
2282,Philippines,"Samar, East Visayas region",75.0,"4- B,S,C,V","bland, earthy",2.75
2283,Madagascar,Sambirano,67.0,"2- B,S","molasses, sour, astringent",2.75
2284,Belize,Moho Valley,78.0,"2- B,S","intense, rich, dark berry",3.25
2285,Peru,Peru,61.0,"5- B,S,C,V,L","sandy, sweet, vanilla",2.5
2286,Peru,Peru,71.0,"5- B,S,C,V,L","powdery, vanilla, earthy",3.0
2287,Venezuela,Venezuela,70.0,"3- B,S,C","sticy, nutty, roasty, off notes",2.75
2288,Venezuela,Venezuela,60.0,"3- B,S,C","sticky, sweet, nutty, roasty",3.0
2289,Sri Lanka,Sri Lanka,70.0,"2- B,S","ham, sour, intense",2.75
2290,Tanzania,"Kokoa Kamili, 2017 harvest",74.0,"2- B,S","fruit, burnt, harsh",2.75
2291,Honduras,Honduras,72.0,"3- B,S,C","overly roasty, spicy",3.0
2292,Peru,Peru,72.0,"3- B,S,C","earthy, roasty, hammy",3.0
2293,Uganda,Uganda,77.0,"3- B,S,C","melon, mocha",3.5
2294,Trinidad,Trinidad,80.0,"3- B,S,C","herbal, tea, dried fruit",3.75
2295,Venezuela,Chuao,75.0,"5- B,S,C,V,L","acidic, cocoa, dried fruit",3.25
2296,Tanzania,Tanzania,75.0,"3- B,S,C","fatty, sour, off notes",2.75
2297,Belize,Belize,70.0,"5- B,S,C,V,L","buttery, cheesy",3.0
2298,Peru,San Martin,70.0,"5- B,S,C,V,L","pungent, molasses, sour",2.5
2299,Brazil,"Amazonas, Wild Cacao",70.0,"5- B,S,C,V,L","cardboard, cheesy",3.0
2300,Peru,Ucayali,68.0,"3- B,S,C","burnt black licorice, intense",3.25
2301,Mexico,Tabasco,74.0,"3- B,S,C","dried fig, earthy, dirty",3.0
2302,Papua New Guinea,Papua New Guinea,73.0,"3- B,S,C","savory lemon, ham",3.25
2303,Venezuela,Crudo,70.0,"3- B,S,C","rustic, sugar dominates",3.0
2304,Dominican Republic,Santo Domingo,70.0,"3- B,S,C","rustic, large unground pieces",3.25
2305,Madagascar,Millot Plantation,70.0,"3- B,S,C","rustic, bright fruit",3.25
2306,Peru,"Ayacucho, ""El Guinacho""",70.0,"3- B,S,C","sweet, spicy",3.75
2307,Madagascar,"Autumn, Primary Harvest, 2012",70.0,"3- B,S,C","light color, sandy, fruity",3.5
2308,Madagascar,"Spring, Secondary Harvest, 2012",70.0,"3- B,S,C","dark color, sandy, fruity",3.5
2309,Nicaragua,Cacao Blanco,70.0,"3- B,S,C","sour milk, hot cocoa",3.25
2310,Venezuela,Porcelana,70.0,"3- B,S,C","sandy, earthy, spice, nutty",3.5
2311,Cuba,Baracoa,70.0,"3- B,S,C","sandy, banana",3.75
2312,Ecuador,Nacional,70.0,"3- B,S,C","sweet, brownie, sour",3.25
2313,Cuba,Baracoa,88.0,"3- B,S,C","rustic, spicy, earthy",3.25
2314,Madagascar,Ambolikapiky,70.0,"3- B,S,C","sour orange, fatty",3.25
2315,Ecuador,"Winak, Sumaco",70.0,"3- B,S,C","coarse, spicy cinnamon",3.75
2316,Vietnam,"Ben Tre, Mekong Delta",70.0,"3- B,S,C","smokey, mild citrus",3.25
2317,Brazil,"Fazenda Sempre Firme, Bahia",70.0,"3- B,S,C","rustic, earthy, tea",3.5
2318,Costa Rica,"Costa Rica, batch 83",70.0,"4- B,S,C,V","licorice, dried fruit, burnt fuel",2.75
2319,Dominican Republic,Dominican Republic,70.0,"4- B,S,C,V","oily, cardboard, sour",2.75
2320,Mexico,"Chiapas, Lacandon Jungle, batch 95",70.0,"4- B,S,C,V","vanilla, fuel, earthy",2.5
2321,Peru,"Peru, batch 96",70.0,"4- B,S,C,V","vanilla, fatty, vegetal, mint",3.0
2322,Colombia,Colombia,70.0,"5- B,S,C,V,L","flat, smoke, marshmallow",3.0
2323,Papua New Guinea,Papua,62.0,"5- B,S,C,V,L","creamy, smoke, ham",3.25
2324,Vietnam,Vietnam,60.0,"5- B,S,C,V,L","vanilla, butter, caramel",3.25
2325,Trinidad,Trinidad,77.0,"4- B,S,C,L","intense, grassy, smokey",2.75
2326,Vietnam,Vietnam,70.0,"3- B,S,C","cocoa,sweet,fatty, cardboard",2.75
2327,Vietnam,Vietnam,75.0,"3- B,S,C","intense cocoa, fatty, sticky",3.0
2328,Suriname,"Paramaribo, batch 20160043-01",70.0,"2- B,S","earthy, floral, dry",3.25
2329,Venezuela,"Chuao, batch 20170714C",75.0,"4- B,S,C,V","vanilla, fatty",3.0
2330,Peru,Amazonas,75.0,"3- B,S,C","blackberry, dirt, high roast",3.25
2331,Peru,Piura,75.0,"3- B,S,C",fig,4.0
2332,Madagascar,Sambirano,75.0,"4- B,S,C,V","berry, spices, smoke",3.0
2333,Nicaragua,Nicaragua,72.0,"3- B,S,C","nutty, off, roasty, fatty",3.0
2334,Mexico,Mexico,70.0,"3- B,S,C","nutty, fruit, sour, floral",3.25
2335,Haiti,"Haiti, batch 2020SEP",67.0,"3- B,S,C","earthy, fatty, gritty",2.75
2336,Dominican Republic,"Dark, Stone Ground",70.0,"3- B,S,C","sandy, sour banana, sweet",3.0
2337,Mexico,Chiapan,75.0,"3- B,S,C","rustic, sweet, earthy",2.75
2338,Bolivia,Alto Beni,87.0,"3- B,S,C","grainy, blueberries, bitter",3.25
2339,Belize,Belize,68.0,"3- B,S,C","coarse, watering, sweet",3.0
2340,Ghana,Chocolatey-beta,70.0,"5- B,S,C,V,L","gritty,sweet,swiss miss,vanilla",2.5
2341,Peru,Fruity-beta,70.0,"5- B,S,C,V,L","tangy, off, musty, sour",2.5
2342,Madagascar,Citrus-beta,70.0,"5- B,S,C,V,L","dry, red berry, off note",2.75
2343,Peru,Nutty-beta,70.0,"5- B,S,C,V,L","dry, musty, flat",2.5
2344,Blend,TCHOPro 60.5,60.0,"5- B,S,C,V,L","tea, sweet, astringent",2.75
2345,Blend,TCHOPro 68,68.0,"5- B,S,C,V,L","nutty, candy-like",3.0
2346,Blend,"Peru, Ecuador",99.0,"3- B,S,C","spicy, ginger, bitter",3.25
2347,Blend,West Africa,62.0,"5- B,S,C,V,L","strong vanilla, sweet, fatty",2.0
2348,Madagascar,Concepcion,70.0,"4- B,S,C,V","molasses, off notes",2.75
2349,Blend,"Bayou Blend, Ecuador, Mad., PNG",70.0,"4- B,S,C,V","molasses, caramel, spice",3.0
2350,Papua New Guinea,Aranama,70.0,"4- B,S,C,V","molasses, caramel, fruity",3.0
2351,Dominican Republic,Presidio,70.0,"4- B,S,C,V","molasses, caramel",3.5
2352,Ecuador,"La Bahia, w/ cane juice",70.0,"4- B,S,C,V","gritty, rum, molasses",3.25
2353,Peru,Capistrano,70.0,"4- B,S,C,V","perfume, chemical, soapy",2.0
2354,Ecuador,"La Bahia, w/ cane sugar",70.0,"3- B,S,C","molasses, fruit, floral",3.25
2355,Bolivia,San Jose,70.0,"3- B,S,C","candy,peanut butter,caramel",2.75
2356,Madagascar,Capistrano*,70.0,"3- B,S,C","sticky, caramel",3.0
2357,Mexico,Espada,70.0,"3- B,S,C","molasses, caramel",3.25
2358,Brazil,Espada,70.0,"3- B,S,C","flat, cardboard, metallic",2.75
2359,Venezuela,Concepcion*,80.0,"4- B,S,C,V","earthy, savory, hammy",3.0
2360,Bolivia,San Jose,67.0,"3- B,S,C","green apple, sweet",3.25
2361,Brazil,"Bahia, Floresta Azul,Good Friends Reserve#3",70.0,"3- B,S,C","honey, pepper, charcoal",3.5
2362,Ecuador,"Ecuador, batch 6-5-15",77.0,"2- B,S","intense, mild coffee and rum",3.25
2363,Madagascar,"Madagascar, batch 6-5-15",67.0,"2- B,S","sweet, rich, tannic, fruity",3.75
2364,Uganda,"Uganda, batch 6-3-15",73.0,"2- B,S","creamy, almond, butter",3.75
2365,Peru,Peru,70.0,"2- B,S","spicy, black pepper, intense",2.75
2366,Belize,Belize,70.0,"2- B,S","nutty, raspberry, metallic",3.75
2367,Madagascar,Madagascar,70.0,"2- B,S","bright fruit, mild sour",3.75
2368,Ecuador,Ecuador,70.0,"2- B,S","floral, earthy, bourbon",3.25
2369,Dominican Republic,Oko Caribe,70.0,"3- B,S,C","spicy, black pepper, bold",3.5
2370,Guatemala,Guatemala,70.0,"3- B,S,C","walnuts, cocoa, easy melt",3.75
2371,Belize,Maya Mountain,77.0,"3- B,S,C","berries, licorice, cocoa,bitter",3.0
2372,Bolivia,Alto Beni,77.0,"3- B,S,C","muted, roasted banana",3.25
2373,Haiti,Haiti,72.0,"3- B,S,C","harsh, tobacco",2.75
2374,Peru,Peru,70.0,"3- B,S,C","sandy, sweet, raisins",3.0
2375,Madagascar,Madagascar,65.0,"3- B,S,C","sandy, sweet, blueberry",3.5
2376,Ivory Coast,Ivory Coast,75.0,"4- B,S,C,V","dry, gritty, hint of fruit, sour",2.5
2377,Ghana,"Ghana, Kumasi",84.0,"4- B,S,C,V","dry, slightly tart, bitter",3.0
2378,Venezuela,"Venezuela; Barinos, Merida, Tachron",91.0,"2- B,S","dry, very bland, mild bitter",2.0
2379,Blend,"Ghana, Panama, Ecuador",75.0,"3- B,S,C","sandy, sweet, fruity",3.0
2380,Congo,Congo w/ nibs,65.0,"4- B,S,C,V","sweet, vanilla, cocoa",3.25
2381,Peru,"Piura Select, Cacao Blanc",70.0,"2- B,S","peanut butter, sour milk",3.25
2382,Ecuador,"Costa Esmeraldas, 2017 h., batch 28",70.0,"2- B,S","pure, bold, floral",3.5
2383,Colombia,"Meta, lot 052",70.0,"3- B,S,L","floral, vegetal",3.0
2384,Colombia,"Putumayo, lot 021",70.0,"3- B,S,L","spicy, marshmallow",3.25
2385,Belize,"Belize, med roast",72.0,"3- B,S,C","bright fruit, cashew",3.75
2386,Tanzania,Kokoa Kamili,71.0,"2- B,S","bland, mild honey, sour",2.75
2387,Ecuador,"Galapagos, Santa Cruz Island, 2018 h.",75.0,"3- B,S,C","strong floral, oily, bold, grassy",3.25
2388,Ecuador,Manabi,81.0,"2- B,S","waxy, mild fruit, floral",3.25
2389,Tobago,"Roxborough, Tobago",70.0,"3- B,S,C","smooth, wild berries",4.0
2390,Venezuela,Venezuela,72.0,"3- B,S,C","peanut butter, soapy",2.75
2391,Dominican Republic,Dominican Republic,74.0,"3- B,S,C","pronounced fruit, sour",3.0
2392,Bolivia,"Wild Bolivian, Jungle Love",77.0,"3- B,S,C","sandy, sweet",3.0
2393,Bolivia,"Alto Beni, 2016",70.0,"3- B,S,C","spicy, cocoa, sweet",3.0
2394,Belize,Maya Mtn.,70.0,"3- B,S,C","honey, caramel",3.5
2395,Haiti,Acul du Nard,70.0,"3- B,S,C","metallic, astringent",2.75
2396,Colombia,Tumaco,70.0,"3- B,S,C","dull, chewy, sweet",2.75
2397,Ecuador,Ecuador,70.0,"2- B,S","nutty, floral",3.5
2398,Dominican Republic,Conacado,72.0,"2- B,S","baked, roasty, coffee",3.0
2399,Dominican Republic,La Red,70.0,"3- B,S*,C","heavy roast, black licorice",3.25
2400,Dominican Republic,"Conacado, Manifesto",70.0,"3- B,S*,C","sandy, strawberry, coconut",2.75
2401,Nicaragua,La Colonia,70.0,"2- B,S","high acidity, toffee, spicy",3.25
2402,Haiti,Pisa,70.0,"2- B,S","dominating roast, deep cocoa",3.25
2403,Guatemala,Guatemala,70.0,"2- B,S","bright fruit, heavy roast, smooth",3.75
2404,Philippines,Malah Na Bulong,70.0,"2- B,S","sticky, butterscotch, sl. Hammy",3.25
2405,Peru,Ucayali,73.0,"3- B,S,C","powdery, complex, rubber",3.0
2406,Peru,"Piura, Gran Chilique",70.0,"3- B,S,C","sweet, pungent grape, acidic",3.5
2407,Peru,Ucayali,70.0,"2- B,S","very sandy, spicey, sweet",3.0
2408,Vietnam,"Dak Lak, batch 0A08",70.0,"2- B,S","tart, sweet, sour, savory",2.75
2409,Honduras,"Copan, batch 0A03",70.0,"2- B,S","woody, sweet, unrefined",2.75
2410,Madagascar,"Ambanja, Tsara Valley",72.0,"3- B,S,C","cocoa, mild fruit",3.5
2411,Dominican Republic,Dominican Republic,73.0,"2- B,S","roasty, woody, rubber off",2.75
2412,Dominican Republic,"Dominican Republic, batch 85",68.0,"2- B,S","roasty, sligt burnt, red fruit",3.25
2413,Bolivia,"Palos Blancos, batch 97",75.0,"2- B,S","roasty, bitter, caramel, dairy",2.5
2414,Madagascar,"Madagascar, lot 137",75.0,"2- B,S","intense, red berry",3.5
2415,Dominican Republic,Oko Caribe,75.0,"2- B,S","spicy, sour, off note",2.75
2416,Ecuador,"Cedeno, lot 271",75.0,"2- B,S","intense, floral",3.5
2417,Tanzania,Kokoa Kamili,75.0,"2- B,S","dry, floral, woody",3.25
2418,Peru,Peru,60.0,"3- B,S,C","coarse, sweet, lemon",3.0
2419,Dominican Republic,Dominican Republic,63.0,"3- B,S,C",spicy and rich,3.75
2420,Dominican Republic,Dominican Republic,75.0,"2- B,S","dry, coarse, hay, off",2.75
2421,Tanzania,Tanzania,75.0,"2- B,S","dry, coarse, sweet, earthy",3.0
2422,Guatemala,Guatemala,75.0,"2- B,S","dry, coarse, sour",3.25
2423,Nicaragua,Matagalpa,74.0,"2- B,S","creamy, woody,green, rubber",2.75
2424,Dominican Republic,"San Francisco de Macoris, Nourish",70.0,"2- B,S","tart, tangy, mild cocoa",3.0
2425,Madagascar,"Madagascar, Sassy Bar",72.0,"2- B,S","sweet, acidic, tart",3.0
2426,Tanzania,"Tanzania, Party Bar",72.0,"2- B,S","sandy, sweet, peach",3.25
2427,Venezuela,"Sur del Lago, Merida",65.0,"4- B,S,C,V","intense, nutty, mild rubber",3.25
2428,Colombia,"Sierra Nevada, Tutu Iku",70.0,"3- B,S,C","spice, melon, nutty",3.75
2429,Nicaragua,Nugo,70.0,"3- B,S,C",roasty cocoa,3.75
2430,Belize,"Maya Mountain, Toledo, batch 91",74.0,"3- B,S,C","roasted strawberry, bold",3.5
2431,Blend,"Carribean, Caraibe",66.0,"5- B,S,C,V,L","slight bitter, woody",3.0
2432,Blend,"Guanaja, South America",70.0,"5- B,S,C,V,L","subtle, smooth, earthy, long",3.75
2433,Trinidad,Gran Couva 2005 P.,64.0,"5- B,S,C,V,L","nutty, vegetal, sweet",2.5
2434,Venezuela,"Porcelana, Maracaibo, Palmira P. 2005",64.0,"5- B,S,C,V,L","modest, creamy, cocoa",3.0
2435,Madagascar,"Sambirano, Ampamakia 2005, Millot P.",64.0,"5- B,S,C,V,L","red berry, rich cocoa",3.5
2436,Blend,"Araguani, Venezuela, Carribean",72.0,"5- B,S,C,V,L","creamy, rich, licorice",3.0
2437,Venezuela,Chuao 2002 P.,65.0,"5- B,S,C,V,L","sandy, vegetal, cocoa",3.75
2438,Madagascar,Manjari,64.0,"5- B,S,C,V,L","creamy, blueberry, raspberry",4.0
2439,Blend,Le Noir Extra Amer,85.0,"5- B,S,C,V,L","creamy, fatty, very bitter",1.5
2440,Blend,"Abinao, West Africa",85.0,"5- B,S,C,V,L","berries, tart, bitter",2.5
2441,Blend,"Le Noir Amer, West Africa",71.0,"5- B,S,C,V,L",nutty and bitter dominate,2.75
2442,Venezuela,"Porcelana, Maracaibo, Palmira P. 2006",64.0,"5- B,S,C,V,L","creamy, cherry",3.25
2443,Dominican Republic,Tainori,64.0,"5- B,S,C,V,L","cocoa dominates, woodsy",3.75
2444,Ecuador,Alpaco,66.0,"5- B,S,C,V,L","rich cocoa, hot spice",3.75
2445,Ghana,Nyangbo,68.0,"5- B,S,C,V,L","creamy, cocoa, bread",3.5
2446,Blend,Caraque,56.0,"5- B,S,C,V,L","intense sweet, nut, orange",3.25
2447,Venezuela,"Porcelana, Pedegral",64.0,"5- B,S,C,V,L","creamy, honey,peanut butter",4.0
2448,Venezuela,"Otucan, Grand Cru",69.0,"5- B,S,C,V,L","green,unripened fruit,banana",4.0
2449,Blend,"Andoa, Grand Cru blend",70.0,"5- B,S,C,V,L","yogurt, lemon, licorice",3.5
2450,Dominican Republic,"Loma Sotavento, 2013",64.0,"5- B,S,C,V,L","complex, herbs, fruit, dairy",3.5
2451,Peru,"Piura, Illanka, Quemazon",63.0,"5- B,S,C,V,L","intense, dark berry, grapes",4.0
2452,Blend,"Oriado, Peru, Dom. Rep",60.0,"3- B,S,C","intense, rich, sweet",3.25
2453,Ghana,Manhattan,72.0,"3- B,S,C","sour vanila, heavy roast",2.5
2454,Ghana,Napa,65.0,"3- B,S,C","oily, caramel ""rolo"", sweet",2.75
2455,Madagascar,Madagascar,72.0,"3- B,S,C","fatty, bland, very astringent",2.75
2456,Madagascar,Madagascar,76.0,"4- B,S,C,V","fatty, sour, spoiled",2.75
2457,Madagascar,Madagascar,80.0,"4- B,S,C,V","fatty, bitter, sour",2.75
2458,Madagascar,Madagascar,70.0,"3- B,S,C","oily, fatty, citrus",3.0
2459,Madagascar,Madagascar w/ nibs,68.0,"3- B,S,C","oily, nutty, fatty",3.0
2460,Madagascar,Madagascar,64.0,"3- B,S,C","sandy, mild citrus, sweet",3.25
2461,Guatemala,Guatemala,78.0,"3- B,S*,C","rich cocoa, fruit, bitter, molasses",3.5
2462,Bolivia,Palos Blancos,70.0,"2- B,S","peanut butter, coffee, mint",3.25
2463,Bolivia,Palos Blancos + nibs,70.0,"2- B,S","complex, nibs too soft",3.25
2464,Bolivia,Palos Blancos,70.0,"2- B,S","smokey, earthy, nutty",2.75
2465,Guatemala,Alta Verapaz,70.0,"2- B,S","earthy, sour, intense",3.0
2466,Dominican Republic,San Francisco de Macoris,70.0,"2- B,S","dark berry, roasty",3.25
2467,Blend,"Classic, Central and S. America",70.0,"3- B,S,C","sweet, fruity, heavy roast",3.25
2468,Blend,"Dark, Central and S. America",90.0,"3- B,S,C","mellow fruit, tart, mild bitter",3.75
2469,Dominican Republic,Dominican Republic,90.0,"3- B,S,C","intense, cocoa, spicy, fruit",3.25
2470,Trinidad,Trinidad,75.0,"3- B,S,C","spicy, roasty, acidic, dairy",3.5
2471,Ecuador,Mindo,75.0,"3- B,S,C","spicy, nutmeg, brownie",3.5
2472,Guatemala,Chimelb,75.0,"2- B,S","earthy, harsh, acidic",2.75
2473,Dominican Republic,Zorzal,75.0,"2- B,S","roasty, berry notes",3.0
2474,Blend,"Classic Dark, Ecuador-Guatemala-Dom. Rep.",70.0,"3- B,S,C","nutty, grassy, cocoa",3.5
2475,Ecuador,Costas Esmeraldas,75.0,"2- B,S",floral & fruit,3.5
2476,Vietnam,"Ben Tre, Mekong Delta, MoCay",70.0,"4- B,S,C,L","spicy, dairy",3.5
2477,Peru,San Martin,75.0,"3- B,S,C","sandy, sweet, nutty",3.0
2478,Ecuador,"Los Rios, Rancho Grande 2004/2007",100.0,"3- B,S,C","bland, mild fruit, strong bitter",2.0
2479,Ecuador,"Los Rios, Rancho Grande 2004/2007",90.0,"3- B,S,C","some fruit, strong bitter",2.0
2480,Ecuador,"Los Rios, Rancho Grande 2004/2007",75.0,"3- B,S,C","cocoa,earthy,very astringent",3.0
2481,Ecuador,"Los Rios, Rancho Grande 2007",65.0,"3- B,S,C","sticky, cocoa, earthy",3.0
2482,Madagascar,Sambirano Valley,77.0,"2- B,S","intense, tart, sour, raisin",2.75
2483,Belize,Moho River Valley,77.0,"2- B,S","mild metallic, brownie, earth",3.0
2484,Venezuela,Cuyagua,77.0,"2- B,S","intense, mild bitter, roasty",3.0
2485,Peru,Peru,77.0,"2- B,S","chalky, peach, bland",3.25
2486,Guatemala,Cahabon,77.0,"2- B,S","creamy, cocoa, pungent",2.75
2487,Peru,Peru,70.0,"5- B,S,C,V,L","pungent, metallic",2.5
2488,Venezuela,Ocumare,70.0,"5- B,S,C,V,L","nutty, off notes",2.5
2489,Dominican Republic,Dominican Republic,70.0,"5- B,S,C,V,L","sweet, simple, cocoa",3.0
2490,Bolivia,Alto Beni,70.0,"5- B,S,C,V,L","earthy, vanilla",2.5
2491,Haiti,"Pisa, Adul de Nord",70.0,"5- B,S,C,V,L","vanilla, late cocoa notes",2.5
