,origin,bar_name,cocoa_%,ingredients,review,rating
1928,Colombia,Tumaco,70.0,"2- B,S","marshmallow, distinquished",4.0
1929,Uganda,"Semuliki Forest, batch 20035",75.0,"2- B,S","light cocoa, dairy,faint cinnamon",3.75
1930,Peru,"Ucayali, batch 200105",70.0,"2- B,S","anise, cocoa, dried fruit",3.75
1931,Jamaica,Jamaique,75.0,"4- B,S,C,L","creamy, spicy",3.75
1932,Vanuatu,Vanuatu,75.0,"4- B,S,C,L","smoke dominates, mild fruit",3.0
1933,Ecuador,Fortissima,80.0,"4- B,S,C,L","vegetal, fruit, smoke",3.75
1934,Cuba,Cuba,75.0,"4- B,S,C,L","earthy, tobacco, mushroom",3.0
1935,Blend,"Caracas, Venezuela and Ghana",75.0,"4- B,S,C,L","sandy, roasty, cocoa",3.0
1936,Blend,"Djakarta, Java and Ghana",75.0,"4- B,S,C,L","tart, fruit, cocoa",3.5
1937,Brazil,"Monte Alegre (Itacare), Brazil",75.0,"4- B,S,C,L","creamy, fatty, burnt",3.0
1938,Sao Tome,Claudio Corallo w/ nibs,75.0,"4- B,S,C,L","large nibs, spicy, cocoa",4.0
1939,Madagascar,"Sambirano Valley, Le 100%",100.0,"2- B,C","fatty, mild fruit, bitter, smoke",3.0
1940,Dominican Republic,Dominican Republic-Organic,75.0,"4- B,S,C,L","sandy, sour",2.0
1941,Brazil,"Monte Alegre, Diego Badero",75.0,"4- B,S,C,L","complex, herbal, sour",3.5
1942,Venezuela,Cuyagua,75.0,"4- B,S,C,L","creamy, burnt,ashey, lemon",2.0
1943,Venezuela,Chuao,75.0,"4- B,S,C,L","nutty, red berry, rich",3.5
1944,Venezuela,"Porcelana, S. of Lake Maracaibo",75.0,"4- B,S,C,L","burnt nuts, subtle fruit",3.25
1945,Peru,Peru,75.0,"3- B,S,C","subdued, floral, nutty, fatty",3.25
1946,Papua New Guinea,Papouasie,75.0,"4- B,S,C,L","complex, smoke, intense, ham",3.0
1947,Indonesia,Java,75.0,"4- B,S,C,L","fruit, woody, ashey, fatty",3.0
1948,Venezuela,Barlovento,75.0,"4- B,S,C,L","roasty, black licorice, rubbery",3.0
1949,Trinidad,Trinidad,75.0,"4- B,S,C,L","tobacco,deep cocoa, sl. burnt",3.25
1950,Sao Tome & Principe,Sao Tome & Principe,75.0,"4- B,S,C,L","deep cocoa, fatty, mild ashey",3.5
1951,Madagascar,Nosy Be Isle.,75.0,"4- B,S,C,L","high acidity,roasty,sour,chalky",3.0
1952,Ghana,Ghana,75.0,"4- B,S,C,L","rich cocoa, fatty, roasty",3.25
1953,Tanzania,Tanzanie,75.0,"4- B,S,C,L","spicy, cocoa",3.5
1954,Colombia,Colombie,75.0,"4- B,S,C,L","sandy, coffee, sweet, roasty",3.0
1955,Ecuador,Equateur,75.0,"4- B,S,C,L","dried fruit, floral",3.5
1956,Tanzania,"Kokoa Kamili, 2018 Harvest",75.0,"2- B,S*","sour palm, rich cocoa, fruit",3.25
1957,Peru,Choba Choba,75.0,"2- B,S*","molasses, coffee, cocoa",3.25
1958,Vietnam,Vietnam,70.0,"2- B,S","fruit, tart, fertilzer",2.75
1959,Venezuela,"Patanemo, Carabobo, Tisano family, b. 3211",75.0,"3- B,S,C","nutty, fuel, intense",2.75
1960,Ecuador,Guantupi River,75.0,"3- B,S,C","perfume, roasted caramel",3.0
1961,Madagascar,"Akessons Estate, Sambirano, Ambanja, b. 3212",72.0,"3- B,S,C","long, mellow, buttery",3.25
1962,Ecuador,Guantupi River,85.0,"3- B,S,C","floral, slightly burnt, intense",2.75
1963,Grenada,"Crayfish Bay Estate, 2014",70.0,"3- B,S,C","dark berry, mild floral",3.5
1964,Madagascar,"Akesson's, batch 4411",74.0,"3- B,S,C","dairy, butterscotch, caramel",3.5
1965,Honduras,Honduras,80.0,"3- B,S,C","chunky, earthy, rubber",2.75
1966,Ecuador,"Chocoan Rainforest, Teroro Escondido, ESM",77.0,"3- B,S,C","floral, grain, deep cocoa",3.5
1967,Jamaica,"Bachelor's Hall, batch 6911",75.0,"2- B,S","sticky, mild, hay, honey",3.75
1968,Solomon Islands,"Guadalcanal, Tenaru, David Natei F.",72.0,"3- B,S,C",dominant savory,3.25
1969,Venezuela,Venezuela,73.0,"4- B,S,C,L","fatty, vanilla, orange",2.75
1970,Vietnam,Vietnam,75.0,"4- B,S,C,L","intense, fig, roasty, citrus",3.5
1971,Ecuador,Ecuador,73.0,"4- B,S,C,L","few grits, strong floral",3.25
1972,Papua New Guinea,Papua New Guinea,75.0,"4- B,S,C,L",intense smoke,3.25
1973,Philippines,Philippines,66.0,"4- B,S,C,L","spice, sunflower",3.5
1974,Dominican Republic,Dominican,65.0,"4- B,S,C,L","peanut, soy, sunflower",3.75
1975,Brazil,Brazil,60.0,"3- B,S,C","sweet, intense banana",3.0
1976,Brazil,Brazil,65.0,"3- B,S,C","muted, banana, hot cocoa",3.25
1977,Brazil,Brazil,75.0,"3- B,S,C","sticky, intense, roasty, fruit",3.25
1978,Brazil,Brazil,85.0,"3- B,S,C","mild bitter, banana, citrus",3.5
1979,Brazil,Brazil,55.0,"3- B,S,C","creamy, too sweet, sour",2.75
1980,Brazil,Brazil,80.0,"3- B,S,C","tannic, fruity, cocoa",3.25
1981,Peru,"Bagua, Amazonas",70.0,"3- B,S,C","pungent, grapes",3.0
1982,Peru,"Chunchu, Ayacucho, lot 208",70.0,"3- B,S,C","bold, nutty, floral, wine",3.75
1983,Peru,"Morropon, Piura, AoC Golden Bean 2018",70.0,"3- B,S,C","intense plum, harsh woody",3.5
1984,Peru,"Piura, Gran Blanco, lot 400",70.0,"3- B,S,C",grapes and honey,4.0
1985,Peru,"Chaska, Junin, lot 425",70.0,"3- B,S,C","bold, fig w/ floral undertone",3.75
1986,Mexico,"Mexico, Lot 28022016",70.0,"3- B,S,C","gritty, waxy, leather",2.75
1987,Mexico,"Uranga, Lot 22032016",74.0,"3- B,S,C","waxy, gritty, spicy, hammy",3.0
1988,Dominican Republic,La Red,85.0,"3- B,S,C","creamy, pasty, bitter, cocoa",3.5
1989,Madagascar,Madagascar,75.0,"3- B,S,C","gritty, sticky, candied",3.25
1990,Congo,Virunga,75.0,"3- B,S,C","refined, honey, rubber",2.75
1991,Peru,"Amazon Basin Blend- SMartin,Pangoa,nacional",70.0,"3- B,S,C","pungent, green, citrus",3.0
1992,Haiti,"Pisa, unroasted",70.0,"3- B,S,C",green,3.25
1993,Haiti,"Pisa, roasted",70.0,"3- B,S,C",basic cocoa,3.5
1994,Guatemala,Suchitepequez E.,70.0,"5- B,S,C,V,L","Easter candy, burnt",2.75
1995,Ecuador,Ecuador,75.0,"3- B,S,C",slightly dry and super spicey,3.0
1996,Peru,"San Martin, Batch 2",70.0,"2- B,S","oily, intense vinegar",2.5
1997,Peru,"Chulucanas, Batch 1",80.0,"2- B,S","fruity, melon",3.25
1998,Peru,"Tumbes, Batch 2",73.0,"2- B,S","dried fruit, raisins, nutty",3.5
1999,Mexico,Soconusco,70.0,"2- B,S","fruit, yogurt, astringent",3.25
2000,Peru,Piura,75.0,"3- B,S,C","fatty, cocoa",3.25
2001,Tanzania,"Kokoa Kamili, Kilombero batch IT7507",72.0,"3- B,S,C","creamy, complex, maple",3.75
2002,Peru,"El Gran Sapasoa, batch IP7487",72.0,"3- B,S,C",dominant spice,3.75
2003,Ecuador,Camino Verde,72.0,"3- B,S,C","floral, malt, high astringcy",3.5
2004,Dominican Republic,"Oko Caribe, San Fran. De Macoris, El Cibao",72.0,"3- B,S,C","floral, roasted cacao, dirty",3.5
2005,Nicaragua,Matagalpa,72.0,"3- B,S,C","grassy, earthy, roasty, dirty",3.5
2006,Ghana,"Suhum Region, ABOCFA, b. IG7720",72.0,"3- B,S,C","gateway, nutty, rich cocoa",3.5
2007,Peru,Raw,70.0,"3- B,S,C","smooth, green, vegetal",2.5
2008,Ecuador,Manabi,75.0,"4- B,S,C,L","cinamon, hazelnut, roasty",3.0
2009,Ecuador,El Oro,67.0,"4- B,S,C,L","creamy, caramel, dairy",3.5
2010,Ecuador,Los Rios,75.0,"4- B,S,C,L","vanilla, dark roast, spicy",3.75
2011,Ecuador,"Los Rios, Vinces",75.0,"4- B,S,C,L","strong rubber, off chemical",2.5
2012,Ecuador,Esmeraldas,75.0,"4- B,S,C,L","strong spicey, earthy green",3.25
2013,Costa Rica,Costa Rica,75.0,"2- B,S","dark berry, woody,astringent",3.5
2014,Madagascar,"Sambirano, 2011 harvest, batch 1",75.0,"2- B,S","dark berry, tropical, nutty",4.0
2015,Ecuador,"Camino Verde P., 2012, Balao, Guayas, batch 1",75.0,"2- B,S","dried fruit, nut, bitter, roasty",3.25
2016,Trinidad,"Gran Couva, 2012 harvest, batch 001",75.0,"2- B,S","orange, heavy roast",3.5
2017,Belize,"Toledo District, Maya, batch 001",75.0,"2- B,S","thick, slow, pure",3.75
2018,Peru,"Maranon, Cajamarca, batch 002",75.0,"2- B,S","intense, roasty, spice",3.0
2019,Ecuador,"Camino Verde P., Balao, Guayas, 2014, b. 001",85.0,"2- B,S","mild bitter, woody, bourbon",3.5
2020,Blend,"Mid Mountain, 2014, batch 002",70.0,"2- B,S","sticky, woody",3.5
2021,Ecuador,"Camino Verde P., Balao, 2015 harvest, batch8",75.0,"2- B,S","floral, bourbon, balanced",3.75
2022,Mexico,Xoconusco,75.0,"3- B,S,C","smooth, coffee, rich cocoa",3.75
2023,Nicaragua,"La Colonia, Enliven Cacao",70.0,"2- B,S","complex, honey, fruit, nut",3.5
2024,Trinidad,"Jagassar Estate, Moruga Region, microlot",80.0,"2- B,S","rich brownie, dried fruit",3.5
2025,Madagascar,"Sambirano, 2019 h., batch 7",75.0,"3- B,S,C","tart fruit, roasty",3.5
2026,Tanzania,"Kokoa Kamili, Morogoro",72.0,"3- B,S,C","muted, heavy roast",3.0
2027,Fiji,"Vanua Levu, Matasawalevu",70.0,"3- B,S,C","fatty, rubbery, nutty",2.5
2028,Peru,Ucayali,70.0,"3- B,S,C","fatty, rubbery, off",2.5
2029,Costa Rica,"La Dorado, light roast",70.0,"2- B,S","dried fruit, intense",3.25
2030,Costa Rica,"Tapanti, light roast",70.0,"2- B,S","fatty, honey, slight sour",3.25
2031,Costa Rica,Maleku,70.0,"2- B,S","roasty, coffee, intense",3.25
2032,Madagascar,Madagascar,75.0,"5- B,S,C,V,L","rich cocoa, nutty",3.25
2033,Madagascar,Madagascar w/ nibs,68.0,"4- B,S,C,L","basic cocoa, large nibs",3.25
2034,Grenada,"Gru Grococo, St. Andrews",66.0,"3- B,S,C","earthy, mild nutty",3.5
2035,Dominican Republic,"Hispaniola, 2008",70.0,"2- B,S","nutty, earthy, mild off note",2.75
2036,Jamaica,Jamaica,70.0,"2- B,S","sandy, heavy roast, woody",2.75
2037,Madagascar,"Sambirano, 2008",70.0,"2- B,S","raisins, sour, roasty",3.0
2038,Trinidad,Trinidad,70.0,"2- B,S","dry, honey, roasty",3.0
2039,Venezuela,Rio Caribe,70.0,"2- B,S","mint, sweet spices",3.5
2040,Peru,Piura,75.0,"2- B,S","smooth,intense,fruit, complex",3.75
2041,Bolivia,"Silvestre, Batch 1, 2011",75.0,"2- B,S","rich brownie, roasty, sour",3.0
2042,Ecuador,"Camino Verde P., Balao, Guayas",75.0,"2- B,S","floral, bourbon, mocha",3.75
2043,Madagascar,"Akessons Estate, Sambirano, 2013",70.0,"2- B,S","creamy, heavy roast, citrus",3.5
2044,Dominican Republic,"Hispaniola, 2013",70.0,"2- B,S","sticky, earthy, smokey",3.5
2045,Bolivia,"Silvestre, Batch 7, 2013",75.0,"2- B,S","smooth, banana, tart, roasty",4.0
2046,Jamaica,"Bachelor's Hall E., St. Thomas Parish, batch 1",75.0,"2- B,S","intense, dark berry, spice",3.75
2047,Venezuela,Porcelana,80.0,"2- B,S","red fruit, intense, earthy",3.75
2048,Venezuela,"Caranero, Choc. Garage Exclusive",70.0,"2- B,S","deep, rich, nutty, roasty",3.75
2049,Bolivia,"Tranquilidad, Batch 1",75.0,"2- B,S","roasty, dried fruit, sour",3.25
2050,Honduras,"La Masica, Batch 1, FHIA Research Center",75.0,"2- B,S","robust, tart, roasty",3.75
2051,Venezuela,Carenero Superior,73.0,"3- B,S,C","fatty, roasty, coffee",3.5
2052,Venezuela,Porcelana,71.0,"3- B,S,C","intense, burnt, chemical",2.5
2053,Venezuela,"Aragua, Trincheras",70.0,"3- B,S,C","uneven melt, cashew",3.5
2054,Principe,Principe,77.0,"3- B,S,C","smokey, nutty, fat residue",2.75
2055,Venezuela,Sur del Lago,84.0,"3- B,S,C","fatty, chemical, roasty",2.5
2056,Venezuela,"Rio Caribe Superior, Paria Penninsula, b. R380",76.0,"3- B,S,C","fatty, burnt, nut, vegetal",2.25
2057,Madagascar,"Sambirano, Akesson Estate, batch MT3802",72.0,"3- B,S,C","buttery, sour tang, off notes",2.5
2058,Venezuela,Chuao,73.0,"3- B,S,C","nuts, chocolate, mellow",3.75
2059,Peru,"Piura, Norandino, Gran Blanco Nativo, b. PB4704",72.0,"3- B,S,C","blackberry, mild floral",3.75
2060,Honduras,"Red Mayan, Xoco",72.0,"3- B,S*,C","off note, vegetal, nibby",2.75
2061,Haiti,"Pisa, lot 03HA",75.0,"3- B,S,C","cocoa base, spice",3.0
2062,Nicaragua,"Nugu, lot 02N",70.0,"3- B,S,C","complex, coarse, astringent",3.5
2063,Tanzania,Kokoa Kamili. Lot 73T,72.0,"2- B,S","clean, pure cocoa, cherry, gritty",3.5
2064,Indonesia,"Sumba, lot 02IN",77.0,"2- B,S","mild smoke, tart, spice, harsh",2.75
2065,Madagascar,Malgascio,64.0,"3- B,S,C","sandy, subtle fruit then cocoa",3.5
2066,Blend,100 percent,100.0,"3- B,S,C","sticky, intense, very bitter",1.5
2067,Dominican Republic,Samana,70.0,"3- B,S,C","fudgey, astringent, sour",3.0
2068,Blend,"Carribean, Arawak",72.0,"3- B,S,C","fatty, cocoa, nutty",3.5
2069,Blend,Latino,72.0,"3- B,S,C","sandy, sweet, spice",3.5
2070,Blend,"Midnight, Central and S. America",83.0,"4- B,S*,C,V","grassy, strong bitter",2.75
2071,Blend,"Twilight, Central and S. America",69.0,"4- B,S*,C,V","grassy, maple",3.25
2072,Brazil,Bahia Superior,70.0,"4- B,S,C,L","creamy, vanilla, rich",3.5
2073,Ecuador,Esmeraldas,70.0,"4- B,S,C,L","nutty, spicy, floral",3.5
2074,Venezuela,Carenero Superior,70.0,"4- B,S,C,L","nutty, basic cocoa",3.5
2075,Ecuador,Rio Arriba,70.0,"4- B,S,C,L","floral, spicey",3.5
2076,Ecuador,"H. San Jose, Los Rios, L300817",70.0,"4- B,S,C,L","few grits, basic, gateway",3.25
2077,Colombia,Colombian Semi Dark,53.0,"5- B,S,C,V,L","too sweet, candy-like",2.0
2078,Colombia,Colombian,65.0,"5- B,S,C,V,L","sweet, cherry, marshmallow",3.0
2079,Colombia,Colombian Dark,70.0,"5- B,S,C,V,L","rustic, cherry, marshmallow",3.75
2080,Colombia,Colombian 2008,75.0,"3- B,S,L","roasty,rich cocoa,marshmallow",2.75
2081,Colombia,Colombian w/ nibs,70.0,"5- B,S,C,V,L","sweet, marshmallow",3.0
2082,Sao Tome,Sao Tome,70.0,"5- B,S,C,V,L","perfume, vanilla",2.75
2083,Blend,Extra Dark,82.0,"5- B,S,C,V,L","dry, bitter, poor aftertaste",2.0
2084,Blend,Bittersweet,70.0,"5- B,S,C,V,L","cherry, mild bitter",3.5
2085,Blend,"Kumasi Sambirano, Ghana & Madagascar",68.0,"5- B,S,C,V,L","fruity, smokey, burnt",2.0
2086,Jamaica,Jamaica a l'ancienne,70.0,"5- B,S,C,V,L","fresh nibs,chocolate base off",2.0
2087,Blend,Semisweet,62.0,"5- B,S,C,V,L","tobacco, sweet, dairy",3.0
2088,Blend,"Las Islas, Carribean(DR/Jam/Tri)",72.0,"5- B,S,C,V,L",strong smokey tobacco,3.0
2089,Blend,Nibby,62.0,"5- B,S,C,V,L","sweet, base cocoa",3.0
2090,Venezuela,Cuyagua,75.0,"5- B,S,C,V,L","complex, strawberry, tart",3.75
2091,Blend,Antilles (Trin/Gren/DR/Ven),75.0,"5- B,S,C,V,L","smooth,complex,cocoa base",3.0
2092,Blend,"Finisterra, Ven., Trinidad, Mad.",72.0,"5- B,S,C,V,L","grassy, black pepper, smoke",3.0
2093,Brazil,Tome Acu,68.0,"5- B,S,C,V,L","smooth, tart, earthy",3.75
2094,Ghana,Asante,65.0,"5- B,S,C,V,L","simple, delicate cocoa, long",4.0
2095,Vietnam,Ben Tre,72.0,"5- B,S,C,V,L","creamy, grassy, banana, tart",3.75
2096,Grenada,Camahogne,68.0,"5- B,S,C,V,L","smooth, grassy, minty",3.5
2097,Madagascar,Amina,65.0,"5- B,S,C,V,L","clingy,subtle, tangy, citrus",3.75
2098,Papua New Guinea,Markham Valley,68.0,"5- B,S,C,V,L","cherry,wine,rich,smoke",3.75
2099,Peru,San Juan de Cheni,78.0,"4- B,S,C,L","banana, pear, spice, cheese",4.0
2100,Dominican Republic,Dominican Republic,70.0,"2- B,S","rustic, vegetal, earthy",2.75
2101,Grenada,Grenada,70.0,"2- B,S","off, sweet, orange, rubber",2.75
2102,Honduras,Wampusirpi,70.0,"2- B,S","dry, earthy, surface mark",2.75
2103,Tanzania,Kokoa Kamili,70.0,"2- B,S","sticky, cherry, cocoa",3.25
2104,Dominican Republic,Zorzal,70.0,"2- B,S","earthy, mild fruit, sticky",3.0
2105,Fiji,Matasawalevu,70.0,"2- B,S","sharp, raw, metallic",2.75
2106,Uganda,Semuliki Forest,70.0,"2- B,S","cocoa, roasty, sticky",3.5
2107,Peru,Ucayali,70.0,"2- B,S","orange, fig, cocoa",3.5
2108,Vietnam,Ben Tre,70.0,"2- B,S",blueberry & cocoa dominate,3.5
2109,Trinidad,Gewan Gangaram,75.0,"2- B,S","sl roasty, woody, melon, spicy",3.25
2110,India,Anamalai,70.0,"2- B,S","sticky, dark berry, roasty edge",3.5
2111,Belize,Belize,70.0,"3- B,S,C",full cocoa flavor,3.5
2112,Guatemala,Guatemala,70.0,"3- B,S,C","spicy, rich cocoa, sweet",3.0
2113,Colombia,Colombia,70.0,"3- B,S,C","black pepper, astringent",3.0
2114,Ecuador,Ecuador,75.0,"2- B,S","coffee, nutty",3.0
2115,Belize,"Belize, 2013",72.0,"2- B,S","fruity, blueberry",3.25
2116,Jamaica,Jamaica,72.0,"2- B,S","sticky, dried fruit, smoke",3.25
2117,Papua New Guinea,Papua New Guinea,73.0,"2- B,S","chewy, smoke, fruit, cocoa",3.5
2118,Venezuela,Cuyagua,77.0,"2- B,S","smoked ham, tangy, berry",2.75
2119,Dominican Republic,ROIG,74.0,"2- B,S","grapes, tangy, cocoa",3.5
2120,U.S.A.,"Hawai'i Island, Hilo",73.0,"4- B,S,C,V","sticky, earthy, medicinal",2.0
2121,U.S.A.,"Hawai'i Island, Hilo, w/ added cocoa butter",73.0,"4- B,S,C,V","perfume, floral, chemical",2.5
2122,Peru,Porcelana,75.0,"3- B,S,C","strong spice, perfume, roasty",3.5
2123,Peru,Tingo Maria,70.0,"3- B,S,C","earthy, roasty, vegetal",3.25
2124,Costa Rica,Oro,82.0,"3- B,S,C","gritty, fatty, coffee",3.25
2125,Costa Rica,Oscuro,70.0,"3- B,S,C","gritty, bold, black pepper",3.5
2126,Peru,Peru,70.0,"3- B,S,C","sandy, sweet, vanilla",2.5
2127,Colombia,"Sierra Nevada, Santa Marta",72.0,"3- B,S,C","brownie, mocha, marshmallow",3.5
2128,Belize,Maya Belize,67.0,"4- B,S,C,Sa","fatty, cocoa, spicy",3.0
2129,Sao Tome,"Trintade, Sao Tome",65.0,"4- B,S,C,Sa","nutty, salty",3.25
2130,Brazil,"Bahia, Scavina",60.0,"4- B,S,C,Sa","fatty, sweet, salty",3.25
2131,Colombia,"Porcelana, Colombia, Amazonas",68.0,"4- B,S,C,Sa","fatty, salty, caramel",3.0
2132,Madagascar,"Somia Plantation, 2012",67.0,"3- B,S,C","tart, sweet edge",3.75
2133,Madagascar,"Somia Plantation, 2012",73.0,"3- B,S,C","intense fruity, mild sour",3.75
2134,Ecuador,"Camino Verde P., Balao, Guayas",73.0,"3- B,S,C","intense, rich, burnt, licorice",3.75
2135,Madagascar,"Somia Plantation, 2012",100.0,1- B,"creamy, tart, bitter",3.0
2136,Ecuador,"Camino Verde P., Balao, Guayas, 2012",100.0,1- B,"floral, bourbon, bitter",3.0
2137,Guatemala,Lachua w/ cane sugar,73.0,"2- B,S","waxy, earthy, cocoa, roasty",3.0
2138,Guatemala,"Lachua w/ maple sugar, batch 5",73.0,"2- B,S*","waxy, maple, flat",3.25
2139,Haiti,Pisa,73.0,"2- B,S","oily, medium roasted cocoa",3.25
2140,Bolivia,Wild Bolivia,73.0,"2- B,S","sticky, raisins, fudgey",3.5
2141,Tanzania,Kokoa Kamili Coop,73.0,"2- B,S","basic cocoa, gateway",3.5
2142,Ecuador,"Esmeraldas, Salazar Farm",73.0,"2- B,S","rich cocoa, spicy",3.75
2143,Peru,Tingo Maria,73.0,"2- B,S","caramel, anise, dried fruit",3.75
2144,Mexico,"Soconusco, Rayen Cacao Co-op",73.0,"3- B,S,C","bland, sour, lacks development",3.0
2145,India,"Anamalai, Pollachi City",73.0,"3- B,S,C","butterscotch, slight burnt note",3.25
2146,Ghana,Ghana,70.0,"4- B,S,C,V","sweet, vanilla, cocoa, mold",2.75
2147,Nicaragua,"Nicaragua, lot N510",72.0,"3- B,S,C","mild, nutty, vanilla, cocoa",3.0
2148,Madagascar,Akesson's Estate,65.0,"3- B,S,C","few grits, sweet, orange",3.25
2149,Madagascar,Akesson's Estate,70.0,"3- B,S,C","few grits, bold, dark berry",3.5
2150,Tanzania,Kokoa Kamili,67.0,"3- B,S,C","bold cherry, rich cooa",3.75
2151,Trinidad,San Juan Estate,70.0,"3- B,S,C","cigar, tobacco, grass, spice",3.75
2152,Ecuador,Camino Verde,72.0,"3- B,S,C","creamy, pistachio, floral",4.0
2153,Bolivia,Bolivia,72.0,"3- B,S,C","floral, intense, pungent",2.75
2154,Papua New Guinea,"Papua New Guinea, triple roast, batch 1",65.0,"3- B,S,C","smokey, tart, astringent",3.5
2155,Peru,"Maranon, batch 2",67.0,"3- B,S,C","light brown, grits, floral",3.0
2156,Venezuela,"Chuao, batch 3",70.0,"3- B,S,C",mild cacao and fruit notes,3.75
2157,Venezuela,"Guasare, La Sierra de Perija, batch gua001",70.0,"3- B,S,C","creamy, fruit, cocoa",3.75
2158,Ecuador,"Porcelana, Sorotaima,Machiques,batch pcl001",70.0,"3- B,S,C","ligt color, creamy, peanut",4.0
2159,Belize,"Maya Mtn, Moho R., Toledo D.",70.0,"3- B,S,C","apple, mild cherry",3.75
2160,Vietnam,Tien Giang,70.0,"3- B,S,C","creamy, molasses, off note",3.0
2161,Australia,Australia,67.0,"3- B,S,C","delicate, smooth, dairy",3.75
2162,Guatemala,"Chimelb, Lanquin, Alta Verapaz, b-GUA001",70.0,"3- B,S,C","gummy, fatty, earthy",3.25
2163,Dominican Republic,"Oko Caribe, DOR005",70.0,"3- B,S,C","cherry, rich choco",3.5
2164,Haiti,"Pisa, batch HA102",70.0,"3- B,S,C","complex, earthy, melon",3.5
2165,Madagascar,Madagascar,68.0,"3- B,S,C","mild cocoa, fruity",3.0
2166,Ecuador,Ecuador,68.0,"3- B,S,C","fudgey then spicy, vanilla",3.25
2167,Ghana,Ghana,67.0,"3- B,S,C","perfume, strong chemical",1.5
2168,Sulawesi,Sulawesi,66.0,"3- B,S*,C","nuts, fruit, cocoa",3.25
2169,India,India,70.0,"3- B,S,C","grassy, hammy",2.75
2170,Madagascar,Madagascar,72.0,"2- B,S","tangy, sour, intense",3.0
2171,Ecuador,"Ecuador, Batch 1",70.0,"2- B,S","intense, simple, floral, earthy",3.5
2172,Dominican Republic,"Castillo, Hispaniola, unroasted",85.0,"2- B,S","sticky, hammy, bitter",2.75
2173,Peru,"Maranon, Fortunato No. 4",68.0,"2- B,S","sticky, sandy, pungent",2.75
2174,Philippines,"Kablon Farms, Red Pod, 2018 harvest",70.0,"3- B,S,C","intense, dirty,floral,medicinal",2.5
2175,Solomon Islands,Solomon Island,70.0,"2- B,S","sweet, roasty, spicy",3.25
2176,Solomon Islands,Solomon Island w/ nibs,75.0,"2- B,S","spicy, roasted, fresh nibs",3.25
2177,Madagascar,Sambirano,70.0,"2- B,S","dry, molasses, sour",3.0
2178,Venezuela,Amazonas,70.0,"2- B,S","dairy, cheese, molasses",3.0
2179,Bolivia,Bolivia,70.0,"2- B,S","intense, leathery, cocoa",3.25
2180,Peru,San Martin,70.0,"3- B,S,C","molasses, grape, sour",3.25
2181,Blend,Wasatch,70.0,"3- B,S,C","creamy, nutty, cocoa",3.5
2182,Uganda,Bundibugyo,70.0,"3- B,S,C","molasses, licorice, muted",3.0
2183,Tanzania,Kilombero,70.0,"3- B,S,C","sticky, strong molasses",3.25
2184,India,Anamalai,70.0,"3- B,S,C","molasses undertone, tangy",3.25
2185,Vietnam,"Dak Nong, Lot 103120",70.0,"3- B,S,C","molasses, raisins, astringent",3.5
2186,Dominican Republic,Hispaniola,70.0,"3- B,S,C","sticky, few grits, mild fruit,sour",3.0
2187,Ghana,Africa,70.0,"3- B,S,C","earthy, woody, vegetal",3.5
2188,Dominican Republic,Conacado,70.0,"3- B,S,C","slow to develop, nutty",3.0
2189,Papua New Guinea,Papua New Guinea,70.0,"3- B,S,C","smokey, mushroom, woodsy",3.5
2190,Madagascar,Madagascar,70.0,"3- B,S,C","subtle red berry, complex",3.75
2191,Venezuela,Ocumare,70.0,"3- B,S,C",black tea,3.75
2192,Blend,"Black Science Blend 1, DR, Ecuador, Peru",70.0,"3- B,S,C","complex, nut, dried fruit, earth",3.75
2193,Grenada,"Grenada, Black Science",70.0,"3- B,S,C","super temper,astringent, burn",2.75
2194,Bolivia,"Alto Beni, Wild Bolivian",70.0,"3- B,S,C","earthy, mild tannic, woody",3.5
2195,Blend,"Three Amigos(Chuao, Wild Bolivia, D.R.)",70.0,"3- B,S,C","strawberry, cocoa, nutty",4.0
2196,Peru,Peruvian,64.0,"3- B,S,C","complex,spice,caramel,cocoa",4.0
2197,Dominican Republic,"Elvesia P., Black Science",70.0,"3- B,S,C","dried fruit, tart",3.75
2198,Venezuela,Chuao,70.0,"3- B,S,C","strawberry, green mint",3.5
2199,Haiti,Noula Coop,70.0,"3- B,S,C","uneven, grassy, roasty",3.25
2200,U.S.A.,O'ahu Island,70.0,"3- B,S,C","cranberries, cocoa",3.75
2201,Blend,"Dual Origins, Sambirano, Elvesia, batch SD06",70.0,"3- B,S,C","creamy, raisin, lemon",4.0
2202,Blend,"Dancing in Your Head, 5 bean blend",70.0,"3- B,S,C","creamy, complex, peanut",4.0
2203,Guatemala,"Cahabon Region, batch Tri1",70.0,"3- B,S,C","sandy, earthy, tangy wine",3.5
2204,Venezuela,"Carenero Superior, batch CS2",70.0,"3- B,S,C","intense, rich burnt caramel",3.75
2205,Blend,"Eastern Promises, Mad., Java, PNG, batch EP1",70.0,"3- B,S,C","smoke,tobacco,black pepper",3.5
2206,Papua New Guinea,Papua New Guinea,85.0,"3- B,S,C","mild smoke, fruit, mild burnt",3.5
2207,Dominican Republic,"Rizek Cacao, batch DR 12",77.0,"3- B,S,C","smoke, burnt caramel, citrus",3.75
2208,Indonesia,Java,70.0,"3- B,S,C","creamy, smokey, some fruit",3.25
2209,Peru,"Apurimac, El Quinacho Co-op",70.0,"3- B,S,C","creamy, medicinal, mild fruit",2.75
2210,Trinidad,Sangre Grande P.,70.0,"3- B,S,C","creamy, brownie mix, roasty",3.75
