,REF,bar_name,company,cocoa_%,ingredients,rating
1044,623,"Chuno, Xoco",Friis Holm (Bonnat),70.0,"3- B,S,C",3.5
1045,623,"Nicaliso, Xoco",Friis Holm (Bonnat),70.0,"3- B,S,C",3.5
1046,895,"Chuno, triple turned, Xoco",Friis Holm (Bonnat),70.0,"3- B,S,C",3.25
1047,899,"Red Mayan, Xoco",Friis Holm (Bonnat),70.0,"3- B,S,C",3.25
1048,899,"Chuno, double turned, Xoco",Friis Holm (Bonnat),70.0,"3- B,S,C",3.25
1049,923,"Rugoso, Xoco",Friis Holm (Bonnat),70.0,"3- B,S,C",3.75
1050,1034,"Barba, Xoco",Friis Holm (Bonnat),70.0,"3- B,S,C",3.25
1051,1034,"Medagla, Xoco",Friis Holm (Bonnat),70.0,"3- B,S,C",3.5
1052,1259,La Dalia,Friis Holm (Bonnat),70.0,"3- B,S,C",3.5
1053,1680,La Dalia,Friis Holm (Bonnat),60.0,"3- B,S,C",3.0
1054,1680,La Dalia,Friis Holm (Bonnat),85.0,"3- B,S,C",3.25
1055,753,Signature Blend,Fruition,66.0,"3- B,S,C",3.25
1056,781,Costa Rica,Fruition,70.0,"3- B,S,C",3.0
1057,863,Peru,Fruition,70.0,"3- B,S,C",2.5
1058,1046,La Red,Fruition,70.0,"3- B,S,C",3.75
1059,1185,Camino Verde,Fruition,75.0,"3- B,S,C",3.0
1060,1347,Gran Couva,Fruition,70.0,"3- B,S,C",3.75
1061,1359,Maranon,Fruition,76.0,"3- B,S,C",3.0
1062,1780,"Wild Bolivian, Batch 2",Fruition,74.0,"2- B,S",3.75
1063,1780,"Coto Brus, Heirloom, Batch 1",Fruition,74.0,"2- B,S",4.0
1064,2278,"Sambirano, Akessons, batch 1",Fruition,74.0,"2- B,S",3.75
1065,2366,"Tumaco, batch 2",Fruition,85.0,"2- B,S",3.5
1066,2550,"Los Bejucos, batch 1",Fruition,77.0,"2- B,S",3.25
1067,2554,"Hispaniola, Dom. Rep. blend, batch 50",Fruition,68.0,"4- B,S,C,V",3.75
1068,2664,"Ucayali, batch 1",Fruition,72.0,"3- B,S,C",3.75
1069,2174,"Taiwan, #1",Fu Wan,70.0,"3- B,S,C",2.5
1070,2190,Madagascar,Fu Wan,70.0,"2- B,S",3.0
1071,2202,Tanzania,Fu Wan,70.0,"2- B,S",3.0
1072,2202,Chuao,Fu Wan,70.0,"3- B,S,C",3.5
1073,1367,"Kaua'i Island, Alea Estate +world",Garden Island,85.0,"3- B,S,V",2.5
1074,1642,Akesson P.,Georgia Ramon,65.0,"4- B,S,C,L",3.25
1075,1642,ABOCFA Coop,Georgia Ramon,70.0,"4- B,S,C,L",4.0
1076,1646,Conacado Coop,Georgia Ramon,70.0,"4- B,S,C,L",3.5
1077,1646,Conacado Coop,Georgia Ramon,80.0,"4- B,S,C,L",3.5
1078,1646,Akesson P.,Georgia Ramon,75.0,"4- B,S,C,L",3.5
1079,2012,"Rabot Estate, Island Growers",Georgia Ramon,77.0,"3- B,S,C",3.5
1080,2012,"Porcelana, La Orquidea, Santa Barbara, Zulia",Georgia Ramon,75.0,"3- B,S,C",3.5
1081,2096,Cahabon E.,Georgia Ramon,72.0,"3- B,S,C",2.75
1082,2282,Chuao,Georgia Ramon,75.0,"3- B,S,C",2.75
1083,1672,Bahia,Glennmade,66.0,"2- B,S",3.0
1084,1848,"Toledo District, 2015 Harvest",Glennmade,70.0,"2- B,S",3.5
1085,1924,"Almendra Blanca, batch 1004",Goodnow Farms,77.0,"3- B,S,C",2.75
1086,1924,"Asochivite, batch 1005",Goodnow Farms,77.0,"3- B,S,C",3.25
1087,1924,"El Carmen, batch 1003",Goodnow Farms,77.0,"3- B,S,C",3.25
1088,2032,"Ucayali, batch 1041",Goodnow Farms,70.0,"3- B,S,C",3.25
1089,2446,Boyaca,Goodnow Farms,73.0,"3- B,S,C",2.5
1090,2446,Coto Brus,Goodnow Farms,73.0,"3- B,S,C",3.0
1091,2602,"Costa Esmeraldas, Salazar Farm",Goodnow Farms,70.0,"3- B,S,C",3.75
1092,2194,Maya Mtn,Gotham,70.0,"2- B,S",2.75
1093,2642,"Idukki Hills, ""Adventurous""",Gotham,70.0,"2- B,S",3.0
1094,2642,"Alto Beni, ""Wild""",Gotham,70.0,"2- B,S",3.25
1095,2644,Oko Caribe,Gotham,70.0,"2- B,S",3.25
1096,741,"Ben Tre, Dong Nai",Grand Place,72.0,"5- B,S,C,V,L",3.0
1097,2692,"Sambirano, Ambanja, batch 11",Great Lakes,72.0,"3- B,S,C",3.5
1098,2692,"Kokoa Kamili, Kilombero District, batch 11",Great Lakes,70.0,"3- B,S,C",3.5
1099,2692,"Duarte Province, El Cibao, batch 10",Great Lakes,75.0,"3- B,S,C",3.5
1100,2696,"Dak Lak, batch 09",Great Lakes,73.0,"3- B,S,C",3.5
1101,15,Dark,Green & Black's (ICAM),70.0,"5- B,S,C,V,L",2.5
1102,1896,Madagascar,Green Bean to Bar,70.0,"2- B,S",3.5
1103,2382,Nativo Blanco,Green Bean to Bar,73.0,"2- B,S",2.5
1104,2696,"Idukki Hills, batch 11",Green Door,70.0,"3- B,S,C",3.0
1105,241,Grenada,Grenada Chocolate Co.,71.0,"5- B,S,C,V,L",2.5
1106,363,Grenada,Grenada Chocolate Co.,60.0,"5- B,S,C,V,L",2.75
1107,494,Grenada,Grenada Chocolate Co.,82.0,"5- B,S,C,V,L",3.25
1108,355,"Arriba, A.S.S., prototype",Guido Castagna,64.0,"4- B,S,C,L",3.0
1109,355,"Ghana, prototype",Guido Castagna,64.0,"4- B,S,C,L",3.0
1110,355,"Trinidad & Tobago, prototype",Guido Castagna,64.0,"4- B,S,C,L",3.0
1111,355,Lacri Blend,Guido Castagna,76.0,"4- B,S,C,L",3.0
1112,355,"Ven, Trinidad, Ecuador, prototype",Guido Castagna,64.0,"4- B,S,C,L",3.25
1113,2060,Madagascar,Guido Castagna,70.0,"4- B,S,C,L",2.75
1114,15,Chucuri,Guittard,65.0,"5- B,S,C,V,L",3.0
1115,87,Sur del Lago,Guittard,65.0,"5- B,S,C,V,L",2.5
1116,87,"Sambirano, Ambanja",Guittard,65.0,"5- B,S,C,V,L",3.5
1117,93,"Los Rios, Quevedo",Guittard,65.0,"5- B,S,C,V,L",3.5
1118,93,Tsaranta,Guittard,61.0,"5- B,S,C,V,L",3.5
1119,99,Semisweet,Guittard,61.0,"5- B,S,C,V,L",3.0
1120,147,Quetzalcoatl,Guittard,72.0,"5- B,S,C,V,L",3.5
1121,259,Machu Pichu,Guittard,65.0,"5- B,S,C,V,L",3.0
1122,276,Special Maker Reserve,Guittard,64.0,"5- B,S,C,V,L",3.0
1123,276,Ocumare,Guittard,65.0,"5- B,S,C,V,L",3.5
1124,316,"O'ahu Island, N. Shore, Waialua E., Kakoleka",Guittard,55.0,"5- B,S,C,V,L",3.0
1125,387,Nocturne,Guittard,91.0,"5- B,S,C,V,L",3.0
1126,387,Complexite,Guittard,70.0,"5- B,S,C,V,L",3.5
1127,552,Trinidad,Guittard,65.0,"5- B,S,C,V,L",3.0
1128,654,Coucher du Soleil,Guittard,72.0,"5- B,S,C,V,L",2.75
1129,654,Lever du Soleil,Guittard,61.0,"5- B,S,C,V,L",3.25
1130,654,Onyx,Guittard,72.0,"5- B,S,C,V,L",3.25
1131,1053,Haiti,Guittard,65.0,"5- B,S,C,V,L",2.75
1132,1053,Nicaragua,Guittard,65.0,"5- B,S,C,V,L",2.75
1133,1053,Jamaica,Guittard,65.0,"5- B,S,C,V,L",3.25
1134,1053,Ecuador,Guittard,65.0,"5- B,S,C,V,L",3.5
1135,1602,"Epique, Blend No. 49",Guittard,70.0,"5- B,S,C,V,L",3.75
1136,1197,Papua New Guinea,Habitual,80.0,"3- B,S,C",2.75
1137,1197,Campesino w/ nibs,Habitual,74.0,"3- B,S,C",2.75
1138,1197,Dominican Republic,Habitual,75.0,"3- B,S,C",3.25
1139,1197,Trinidad & Tobago,Habitual,70.0,"3- B,S,C",3.5
1140,1201,Downtown London,Habitual,65.0,"3- B,S,C",2.75
1141,1201,Africa meets Latina,Habitual,70.0,"3- B,S,C",3.0
1142,1201,Amazonas,Habitual,80.0,"3- B,S,C",3.0
1143,1201,"Hawai'i Island, Sharkey",Habitual,66.0,"3- B,S,C",3.25
1144,1205,one hundred,Habitual,100.0,"3- B,S,C",2.0
1145,166,Arriba,Hachez,77.0,"4- B,S,C,V",2.5
1146,1327,Don Homero- Cerecita Valley,Hacienda El Castillo,55.0,"4- B,S,C,L",2.75
1147,1327,Don Homero- Cerecita Valley,Hacienda El Castillo,70.0,"4- B,S,C,L",3.0
1148,701,South America and Africa,Haigh,70.0,"3- B,S,C",3.0
1149,1696,Brazil Blend,Harper Macaw,67.0,"3- B,S,C",3.0
1150,1700,"Tome Acu E., Amazon Rainforest",Harper Macaw,77.0,"3- B,S,C",3.5
1151,1700,"Vale do Juliana E., Atlantic Forest",Harper Macaw,74.0,"3- B,S,C",3.5
1152,1808,"Vale do Juliana, w/ nibs",Harper Macaw,85.0,"3- B,S,C",3.25
1153,2040,Libiano,Harper Macaw,75.0,"3- B,S,C",3.0
1154,2270,"Ben Tre, batch 133",Harris & James,70.0,"3- B,S,C",3.25
1155,2330,Kerla,Harris & James,70.0,"3- B,S,C",3.0
1156,2752,Ghana,Harvest,68.0,"2- B,S",3.25
1157,2756,Guatemala,Harvest,68.0,"2- B,S",3.5
1158,2756,Ecuador,Harvest,68.0,"2- B,S",3.25
1159,2756,Haiti,Harvest,64.0,"2- B,S",2.75
1160,2378,Kokoa Kamili,Hazel Hill,72.0,"3- B,S,C",3.25
1161,2378,Oko Caribe,Hazel Hill,70.0,"3- B,S,C",3.5
1162,2382,Maranon,Hazel Hill,65.0,"3- B,S,C",2.75
1163,2606,"Soconusco, La Rioja Farm, Chiapas",Hecho,70.0,"2- B,S",3.5
1164,1876,Peru,Heilemann,64.0,"3- B,S,L",2.75
1165,2302,"Pulau, Bali",Heinde & Verre,71.0,"4- B,S,C,L",2.5
1166,2302,"Porcelana, Maracaibo",Heinde & Verre,71.0,"4- B,S,C,L",3.0
1167,2306,"Dutch Blend, Ven.- Bali- Trinidad",Heinde & Verre,71.0,"4- B,S,C,L",2.5
1168,1748,"Maya Mtn, Moho R., Toledo D., 2015",Heirloom Cacao Preservation (Brasstown),70.0,"3- B,S,C",3.25
1169,1748,"Cota Brus, Terciopelo, 2015",Heirloom Cacao Preservation (Fruition),74.0,"3- B,S,C",3.5
1170,1239,"Alto Beni, Upper Rio Beni, 2014",Heirloom Cacao Preservation (Guittard),67.0,"3- B,S,C",3.5
1171,1243,"Wild Beni, Lower Rio Beni, Tranquilidad, 2014",Heirloom Cacao Preservation (Guittard),67.0,"3- B,S,C",3.0
1172,1243,"Los Rios, Hacienda Limon, Orecao, 2014",Heirloom Cacao Preservation (Guittard),67.0,"3- B,S,C",3.75
1173,1243,"O'ahu Island, Maunawili, Agri Research C., 2014",Heirloom Cacao Preservation (Guittard),67.0,"3- B,S,C",3.75
1174,1744,"O'ahu Island, Maunawili, Agri Research C., 2015",Heirloom Cacao Preservation (Manoa),72.0,"3- B,S,C",3.5
1175,1744,"Los Rios, Hacienda Limon, Orecao, 2015",Heirloom Cacao Preservation (Millcreek),70.0,"3- B,S,C",3.5
1176,1748,"Pinchincha, Mindo, Coop Nueva Esper., 2015",Heirloom Cacao Preservation (Mindo),77.0,"3- B,S,C",3.5
1177,1744,"Alto Beni, Upper Rio Beni, 2015",Heirloom Cacao Preservation (Zokoko),68.0,"3- B,S,C",3.75
1178,1744,"Wild Beni, Lower Rio Beni, Tranquilidad, 2015",Heirloom Cacao Preservation (Zokoko),72.0,"3- B,S,C",4.0
1179,1458,Uganda,hello cocoa (now Markham & Fitz),57.0,"3- B,S,C",2.75
1180,1462,Venezuela,hello cocoa (now Markham & Fitz),74.0,"3- B,S,C",3.5
1181,2614,"Esmeraldas, Muisne Estate",Hemisphere,70.0,"2- B,S",2.75
1182,2614,"Matagalpa, El Tuma region",Hemisphere,70.0,"2- B,S",3.25
1183,1546,Tanzania,hexx,70.0,"2- B,S*",2.75
1184,1546,Madagascar,hexx,74.0,"2- B,S*",3.0
1185,1546,Venezuela,hexx,70.0,"2- B,S*",3.0
1186,1550,Ecuador,hexx,73.0,"2- B,S*",3.25
1187,1550,Peru,hexx,70.0,"2- B,S*",3.25
1188,2146,"Camino Verde, batch 0722",hexx,73.0,"2- B,S*",2.5
1189,2146,"Oko Caribe, batch 0719",hexx,71.0,"2- B,S*",3.5
1190,2150,"Maranon, batch 0723",hexx,70.0,"2- B,S*",2.25
1191,2150,"Sambirano Valley, batch 0124",hexx,74.0,"2- B,S*",2.75
1192,2150,"Kokoa Kamili, batch 0214",hexx,70.0,"2- B,S*",3.0
1193,1712,Akesson's Estate,Hogarth,70.0,"3- B,S,C",2.75
1194,1712,Carenero Superior,Hogarth,72.0,"3- B,S,C",2.75
1195,1712,Conacado,Hogarth,75.0,"3- B,S,C",3.25
1196,1712,Gran Blanco,Hogarth,66.0,"3- B,S,C",3.5
1197,2426,"Porcelana, Lake Maracaibo",Hogarth,68.0,"3- B,S,C",3.25
1198,2450,Hacienda Victoria,Hogarth,85.0,"3- B,S,C",3.5
1199,414,Arriba,Hoja Verde (Tulicorp),80.0,"4- B,S,C,L",2.0
1200,414,Manabi,Hoja Verde (Tulicorp),80.0,"2- B,S",2.5
1201,414,Arriba,Hoja Verde (Tulicorp),72.0,"2- B,S",3.0
1202,414,Arriba,Hoja Verde (Tulicorp),58.0,"4- B,S,C,L",3.25
1203,414,Manabi,Hoja Verde (Tulicorp),58.0,"4- B,S,C,L",3.5
1204,431,Ivory Coast,Holy Cacao,70.0,"2- B,S",2.5
1205,431,Hispaniola,Holy Cacao,70.0,"2- B,S",2.75
1206,431,San Martin,Holy Cacao,70.0,"2- B,S",3.5
1207,431,Hispaniola w/ nibs,Holy Cacao,75.0,"2- B,S",3.75
1208,1466,"Camino Verde P., Balao, Guayas",Holy Cacao,70.0,"4- B,S,C,L",3.5
1209,1466,Sambirano,Holy Cacao,70.0,"4- B,S,C,L",3.5
1210,1466,Gran Couva,Holy Cacao,70.0,"4- B,S,C,L",3.5
1211,1466,Mara,Holy Cacao,70.0,"4- B,S,C,L",3.5
1212,1872,Maranon,Holy Cacao,70.0,"4- B,S,C,L",2.75
1213,1327,"Ecuador, w/ nibs, batch 140224-1",Honest,72.0,"2- B,S*",2.5
1214,1030,"Marcial, single Cote, 2012",Hotel Chocolat,70.0,"2- B,S",4.0
1215,1113,"Island Growers, 2012, 120hr c., batch 13080",Hotel Chocolat,100.0,"3- B,S,C",1.75
1216,1654,"Pepiniere, single Cote",Hotel Chocolat,70.0,"2- B,S",2.75
1217,2134,"Sierra Nevada, Cienaga",Hotel Chocolat,75.0,"4- B,S,C,L",2.75
1218,2386,Copan,Hotel Chocolat,72.0,"4- B,S,C,L",3.0
1219,2386,Kilombero Valley,Hotel Chocolat,80.0,"4- B,S,C,L",3.0
1220,245,St. Lucia,Hotel Chocolat (Coppeneur),72.0,"3- B,S,C",3.0
1221,296,Uganda,Hotel Chocolat (Coppeneur),80.0,"3- B,S,C",2.5
1222,296,Tanzania,Hotel Chocolat (Coppeneur),75.0,"4- B,S,C,L",2.75
1223,300,Uba Budo,Hotel Chocolat (Coppeneur),72.0,"4- B,S,C,L",3.0
1224,552,Ecuador,Hotel Chocolat (Coppeneur),70.0,"3- B,S,C",2.75
1225,552,Santo Domingo,Hotel Chocolat (Coppeneur),70.0,"3- B,S,C",3.0
1226,600,Chuao,Hotel Chocolat (Coppeneur),70.0,"4- B,S,C,L",2.75
1227,623,"Los Rios, H. Iara, 96hr c.",Hotel Chocolat (Coppeneur),80.0,"4- B,S,C,L",3.0
1228,623,"Island Growers, 120hr c.",Hotel Chocolat (Coppeneur),65.0,"4- B,S,C,L",3.0
1229,623,"Island Growers, 96hr c.",Hotel Chocolat (Coppeneur),65.0,"4- B,S,C,L",3.25
1230,809,Sambirano,Hotel Chocolat (Coppeneur),66.0,"4- B,S,V,L",3.5
1231,1038,Trinidad,Hotel Chocolat (Coppeneur),75.0,"4- B,S,C,L",3.0
1232,1038,Mekong Delta & Dong Nai,Hotel Chocolat (Coppeneur),80.0,"4- B,S,C,L",3.5
1233,1065,"Los Rios, H. Iara",Hotel Chocolat (Coppeneur),90.0,"2- B,S",3.0
1234,1065,"Somia Plantation, Akesson, 2012, Rabot",Hotel Chocolat (Coppeneur),72.0,"4- B,S,C,L",3.0
1235,1065,"Los Rios, H. Iara, 2012",Hotel Chocolat (Coppeneur),82.0,"2- B,S",3.5
1236,1109,"Chanchamayo, Pichanadi, 2012, 60hr c., b.13092",Hotel Chocolat (Coppeneur),100.0,"3- B,S,C",2.75
1237,1113,"Los Rios, H. Iara, 2012, 120hr c., batch 13092",Hotel Chocolat (Coppeneur),100.0,1- B,2.5
1238,1113,"Conacado, 2012, 120hr c.batch 13092",Hotel Chocolat (Coppeneur),100.0,"3- B,S,C",2.75
1239,1097,"Ocumare, Cumboto, batch 16",Hummingbird,70.0,"3- B,S,C",3.25
1240,1097,"Amazonas, batch 14",Hummingbird,70.0,"3- B,S,C",3.75
1241,1307,"Bolivia, batch 85",Hummingbird,70.0,"3- B,S,C",3.0
1242,1311,"Bolivia, Bo-nib-ia, w/ nibs, batch 78",Hummingbird,70.0,"3- B,S,C",3.0
1243,1311,"Momotombo, batch 74",Hummingbird,70.0,"3- B,S,C",3.0
1244,1311,"Hispaniola, batch 73",Hummingbird,70.0,"3- B,S,C",3.75
1245,1387,Zorzal Reserva w/ Charles Kerchner,Hummingbird,70.0,"3- B,S,C",3.5
1246,1542,Lam Dong,Hummingbird,70.0,"3- B,S,C",3.5
1247,725,Coopertiva Amazona,Idilio (Felchlin),72.0,"3- B,S,C",3.75
1248,725,"Sur del Lago, Amiari Meridena, Zulia, 48hr c.",Idilio (Felchlin),72.0,"3- B,S,C",3.75
1249,729,"Choroni, Finca Torres, 48hr c.",Idilio (Felchlin),72.0,"3- B,S,C",3.25
1250,733,"Ocumare, H. Cata, 48hr c.",Idilio (Felchlin),72.0,"3- B,S,C",3.75
1251,733,"Porcelana, Zulia",Idilio (Felchlin),74.0,"3- B,S,C",4.0
1252,737,"Ocumare, H. Cata, w/ nibs",Idilio (Felchlin),72.0,"3- B,S,C",3.5
1253,737,"Carenero Superior, Urrutia, Barlovento",Idilio (Felchlin),70.0,"3- B,S,C",4.0
1254,737,Coopertiva Amazona w/ nibs,Idilio (Felchlin),72.0,"3- B,S,C",4.0
1255,737,"Sur del Lago, Amiari Meridena, Zulia, w/ nibs",Idilio (Felchlin),72.0,"3- B,S,C",4.0
1256,1085,"Chuao, (Choroni, Ven.)",Idilio (Felchlin),72.0,"3- B,S,C",3.75
1257,1788,India (south),Indah,61.0,"4- B,S,C,L",2.5
1258,1255,Honduras,Indi,77.0,"3- B,S,C",3.0
1259,2008,Lam Dong,Indi,72.0,"3- B,S,C",3.25
1260,943,"Satipo region, white label",iQ Chocolate,72.0,"4- B,S*,C,L",2.75
1261,943,black label,iQ Chocolate,72.0,"4- B,S*,C,L",3.0
1262,1275,"Madagascar, batch 27",Isidro,72.0,"2- B,S",3.5
1263,1279,"Peru, batch 25",Isidro,72.0,"2- B,S",2.25
1264,1279,"Belize, batch 26",Isidro,72.0,"2- B,S",3.25
1265,1279,"Dominican Republic, batch 30",Isidro,72.0,"2- B,S",3.25
1266,2250,Perseverance E.,Islands Chocolate,72.0,"4- B,S,C,L",2.75
1267,1542,"Maya Mountain, Toledo, Batch 29",Izard,70.0,"2- B,S",3.5
1268,1546,"Elvesia P., Batch 32",Izard,70.0,"2- B,S",2.75
1269,5,Trinatario Treasure,Jacque Torres,71.0,"5- B,S,C,V,L",2.0
1270,2146,"Venezuela, batch 107",Jean Marie Auboine,72.0,"3- B,S,C",3.25
1271,1972,"Ocumare, Cuyagua",Johnny Iuzzini,72.0,"3- B,S,C",3.5
1272,1976,Mount Pleasant,Johnny Iuzzini,67.0,"4- B,S,C,L",3.0
1273,1976,"San Martin, Oro Verde",Johnny Iuzzini,75.0,"4- B,S,C,L",3.0
1274,1976,"Tien Giang, Mekong Delta",Johnny Iuzzini,65.0,"4- B,S,C,L",3.5
1275,1980,Camino Verde P.,Johnny Iuzzini,70.0,"4- B,S,C,L",3.5
1276,2008,"Sambirano Valley, Batch 7",Johnny Iuzzini,68.0,"5- B,S,C,V,L",3.5
1277,2008,"Costa Esmeralda, Batch 30",Johnny Iuzzini,78.0,"4- B,S,C,L",3.75
1278,2100,"Anamalai, batch 8",Johnny Iuzzini,66.0,"4- B,S,C,L",3.0
1279,2104,"Tumaco, batch 2",Johnny Iuzzini,73.0,"4- B,S,C,L",3.25
1280,2104,"Tabaquite, batch 12",Johnny Iuzzini,80.0,"4- B,S,C,L",3.25
1281,1534,Madagascar,Jordis,63.0,"2- B,S",2.75
1282,2458,Chuao,Jordis,75.0,"3- B,S,C",2.75
1283,2214,Chantaburi,Kad Kokoa,70.0,"3- B,S,C",3.5
1284,2218,Chumphon,Kad Kokoa,70.0,"3- B,S,C",3.0
1285,2218,Chiang Mai,Kad Kokoa,70.0,"3- B,S,C",3.5
1286,2218,Prachuap Khiri Khan,Kad Kokoa,70.0,"3- B,S,C",3.75
1287,1061,"Rizek Cacao, Cibao Valley, Rizek",Kah Kow,70.0,"5- B,S,C,V,L",3.5
1288,1069,"Rizek Cacao, Domin. Rep.",Kah Kow,82.0,"5- B,S,C,V,L",3.0
1289,1069,"Rizek Cacao, Domin. Rep.",Kah Kow,55.0,"5- B,S,C,V,L",3.25
1290,1073,"Rizek Cacao, Domin. Rep.",Kah Kow,62.0,"5- B,S,C,V,L",3.25
1291,2498,"Tireo, Rizek Historical Selection, single estate",Kah Kow,68.0,"4- B,S,C,L",3.75
1292,2498,"La Magdalena, Rizek Historical S., single estate",Kah Kow,70.0,"3- B,S,C",3.75
1293,2502,"West Indian, Rizek Historical S.",Kah Kow,67.0,"4- B,S,C,L",3.75
1294,2716,El Ramonal,Kah Kow,80.0,"3- B,S,C",3.25
1295,2390,Mata Larga,Kah Kow - USA,71.5,"3- B,S,C",3.5
1296,2394,El Antiguo (Monet Plata & Duarte ),Kah Kow - USA,70.0,"3- B,S,C",3.0
1297,2422,"Dominican Nacional, Collection 01",Kah Kow - USA,68.0,"4- B,S,C,L",3.75
1298,2454,"El Valle, Collection 01, Rizek",Kah Kow - USA,72.0,"4- B,S,C,L",3.0
1299,2454,"Los Bejucos, Collection 01, Rizek",Kah Kow - USA,65.0,"4- B,S,C,L",3.75
1300,2764,"Tireo, light roast, Chi Bui collab",Kah Kow - USA,72.0,"4- B,S,C,L",3.5
1301,2764,"Tireo, medium roast, Chi Bui collab",Kah Kow - USA,72.0,"4- B,S,C,L",4.0
1302,2764,Los Bejucos,Kah Kow - USA,72.0,"4- B,S,C,L",3.5
1303,2334,"Morogoro, Kamili, Kilombero Valley, batch 13",Kaitxo,75.0,"3- B,S,C",3.25
1304,2338,"San Juan Coop, El Castillero",Kaitxo,75.0,"3- B,S,C",3.0
1305,2338,"Chulucanas, Piura, Cesar Vallejo-farmer",Kaitxo,75.0,"3- B,S,C",3.0
1306,387,Vanuatu,Kakao,65.0,"3- B,S,C",3.75
1307,837,Peru,Kakao,64.0,"3- B,S,C",2.5
1308,241,Sisa 36hr/ W. F. blend prototype,Kallari (Ecuatoriana),70.0,"4- B,S,C,V",3.0
1309,241,Sisa's Secret/ original micro,Kallari (Ecuatoriana),70.0,"4- B,S,C,V",3.5
1310,245,Roberto,Kallari (Ecuatoriana),75.0,"4- B,S,C,V",2.75
1311,248,Diego/ original micro,Kallari (Ecuatoriana),85.0,"4- B,S,C,V",2.5
1312,248,Diego 48hr/ W.F. blend prototype,Kallari (Ecuatoriana),85.0,"4- B,S,C,V",2.75
1313,248,Diego 60hr/ W.F. blend prototype,Kallari (Ecuatoriana),85.0,"4- B,S,C,V",3.0
1314,263,Cacao Nacional W.F.,Kallari (Ecuatoriana),75.0,"4- B,S,C,V",2.5
1315,269,Cacao Nacional W.F.,Kallari (Ecuatoriana),85.0,"4- B,S,C,V",3.0
1316,404,Noir,Kaoka (Cemoi),70.0,"3- B,S,C",2.75
1317,423,Ecuador,Kaoka (Cemoi),80.0,"3- B,S,C",2.75
1318,2708,"Davao, Mindanao, batch 24",Kasama,70.0,"3- B,S,C",3.25
1319,2708,"Karkar Island, Madong, batch 34",Kasama,70.0,"3- B,S,C",3.5
1320,1133,"La Red, Project Reserva, Guaconejo",Kerchner,70.0,"3- B,S,C",3.75
1321,431,Dark,Ki' Xocolatl,72.0,"5- B,S,C,V,L",2.0
1322,2478,"Tumaco, batch 113",Kin + Pod,70.0,"3- B,S,C",3.25
1323,1251,"La Red, Guanconjeco",Kiskadee,60.0,"2- B,S",3.0
1324,1968,Belize,Krak,70.0,"2- B,S",3.0
1325,1968,Vietnam,Krak,70.0,"2- B,S",3.0
1326,2016,Xoconusco,Krak,70.0,"2- B,S",3.25
1327,2044,"Xoconusco, triple turned",Krak,70.0,"2- B,S",3.75
1328,2064,Mava Sa Ferme D'ottange,Krak,70.0,"2- B,S",3.0
1329,2068,Kablon Farm,Krak,70.0,"2- B,S",3.25
1330,2282,Gazelle,Krak,70.0,"2- B,S",3.25
1331,2286,H. Betulia B6,Krak,70.0,"2- B,S",3.0
1332,1422,San Martin,Kto,72.0,"2- B,S",2.5
1333,1422,Ocumare,Kto,72.0,"3- B,S,C",2.75
1334,1422,Belize,Kto,72.0,"3- B,S,C",3.0
1335,1422,Sambirano Valley,Kto,72.0,"3- B,S,C",3.25
1336,1426,Belize,Kto,90.0,"2- B,S",3.25
1337,1426,Elvesia,Kto,72.0,"3- B,S,C",3.25
1338,1426,ROIG,Kto,72.0,"3- B,S,C",3.25
1339,1840,"Kafupbo, Petit Bourg, De Borgnes",K'ul,70.0,"4- B,S,C,L",3.25
1340,1852,"Maranon, Fortunato No. 4",K'ul,70.0,"4- B,S,C,L",2.75
1341,1852,"Bahia, Fazenda Camboa",K'ul,70.0,"4- B,S,C,L",3.75
1342,1852,"Los Rios, Hacienda Limon, Heirloom",K'ul,70.0,"4- B,S,C,L",3.75
1343,1359,Uganda,Kyya,72.5,"5- B,S,C,V,Sa",2.5
1344,1359,Hispaniola,Kyya,72.5,"5- B,S,C,V,Sa",3.0
1345,1363,Ecuador,Kyya,72.5,"5- B,S,C,V,Sa",2.5
1346,1363,Madagascar,Kyya,72.5,"5- B,S,C,V,Sa",3.0
1347,431,Madagascar,L.A. Burdick (Felchlin),64.0,"5- B,S,C,V,L",3.5
1348,451,Bolivian,L.A. Burdick (Felchlin),68.0,"5- B,S,C,V,L",3.0
1349,576,Grenada,L.A. Burdick (Felchlin),75.0,"5- B,S,C,V,L",3.25
1350,576,Dominican Republic,L.A. Burdick (Felchlin),74.0,"5- B,S,C,V,L",3.75
1351,597,Venzuela,L.A. Burdick (Felchlin),71.0,"5- B,S,C,V,L",3.0
1352,682,Quito,L.A. Burdick (Felchlin),74.0,"5- B,S,C,V,L",3.75
1353,891,Peru,L.A. Burdick (Felchlin),74.0,"5- B,S,C,V,L",3.25
1354,891,Brazil,L.A. Burdick (Felchlin),70.0,"5- B,S,C,V,L",4.0
1355,927,Chuao,L.A. Burdick (Felchlin),68.0,"5- B,S,C,V,L",3.75
1356,2426,"Fiji, batch 51019",La Cascade du Chocolat,68.0,"3- B,S,C",3.0
1357,1892,"Lumas, 2015 Harvest, Batch 6, brown sugar",La Chocolaterie Nanairo,70.0,"3- B,S,C",2.25
1358,1892,"Lumas, 2015 Harvest, Batch 7",La Chocolaterie Nanairo,70.0,"3- B,S,C",2.5
