,REF,bar_name,company,cocoa_%,ingredients,rating
2371,2358,Maya Mountain,Terroir,77.0,"3- B,S,C",3.0
2372,2370,Alto Beni,Terroir,77.0,"3- B,S,C",3.25
2373,2374,Haiti,Terroir,72.0,"3- B,S,C",2.75
2374,1614,Peru,The Barn,70.0,"3- B,S,C",3.0
2375,162,Madagascar,Theo,65.0,"3- B,S,C",3.5
2376,184,Ivory Coast,Theo,75.0,"4- B,S,C,V",2.5
2377,184,"Ghana, Kumasi",Theo,84.0,"4- B,S,C,V",3.0
2378,188,"Venezuela; Barinos, Merida, Tachron",Theo,91.0,"2- B,S",2.0
2379,188,"Ghana, Panama, Ecuador",Theo,75.0,"3- B,S,C",3.0
2380,903,Congo w/ nibs,Theo,65.0,"4- B,S,C,V",3.25
2381,1684,"Piura Select, Cacao Blanc",Theobroma,70.0,"2- B,S",3.25
2382,2414,"Costa Esmeraldas, 2017 h., batch 28",Thistle & Rose aka Aggie USU,70.0,"2- B,S",3.5
2383,2182,"Meta, lot 052",Tibito,70.0,"3- B,S,L",3.0
2384,2182,"Putumayo, lot 021",Tibito,70.0,"3- B,S,L",3.25
2385,1836,"Belize, med roast",Timo A. Meyer,72.0,"3- B,S,C",3.75
2386,2358,Kokoa Kamili,Tiny House,71.0,"2- B,S",2.75
2387,2510,"Galapagos, Santa Cruz Island, 2018 h.",To'ak,75.0,"3- B,S,C",3.25
2388,1418,Manabi,To'ak (Ecuatoriana),81.0,"2- B,S",3.25
2389,895,"Roxborough, Tobago",Tobago Estate (Pralus),70.0,"3- B,S,C",4.0
2390,789,Venezuela,Tocoti,72.0,"3- B,S,C",2.75
2391,789,Dominican Republic,Tocoti,74.0,"3- B,S,C",3.0
2392,927,"Wild Bolivian, Jungle Love",Tocoti,77.0,"3- B,S,C",3.0
2393,2060,"Alto Beni, 2016",Tosier,70.0,"3- B,S,C",3.0
2394,2060,Maya Mtn.,Tosier,70.0,"3- B,S,C",3.5
2395,2064,Acul du Nard,Tosier,70.0,"3- B,S,C",2.75
2396,2270,Tumaco,Tosier,70.0,"3- B,S,C",2.75
2397,2314,Ecuador,Tree to Bar,70.0,"2- B,S",3.5
2398,1239,Conacado,Treehouse,72.0,"2- B,S",3.0
2399,821,La Red,Treehouse aka Indaphoria,70.0,"3- B,S*,C",3.25
2400,907,"Conacado, Manifesto",Treehouse aka Indaphoria,70.0,"3- B,S*,C",2.75
2401,2526,La Colonia,Triangle Roasters,70.0,"2- B,S",3.25
2402,2526,Pisa,Triangle Roasters,70.0,"2- B,S",3.25
2403,2530,Guatemala,Triangle Roasters,70.0,"2- B,S",3.75
2404,2664,Malah Na Bulong,Triangle Roasters,70.0,"2- B,S",3.25
2405,2210,Ucayali,Tribar,73.0,"3- B,S,C",3.0
2406,2218,"Piura, Gran Chilique",Tribar,70.0,"3- B,S,C",3.5
2407,2470,Ucayali,Tribe,70.0,"2- B,S",3.0
2408,2490,"Dak Lak, batch 0A08",Tribe,70.0,"2- B,S",2.75
2409,2490,"Copan, batch 0A03",Tribe,70.0,"2- B,S",2.75
2410,753,"Ambanja, Tsara Valley",Tsara (Cinagra),72.0,"3- B,S,C",3.5
2411,753,Dominican Republic,twenty-four blackbirds,73.0,"2- B,S",2.75
2412,1022,"Dominican Republic, batch 85",twenty-four blackbirds,68.0,"2- B,S",3.25
2413,1026,"Palos Blancos, batch 97",twenty-four blackbirds,75.0,"2- B,S",2.5
2414,1235,"Madagascar, lot 137",twenty-four blackbirds,75.0,"2- B,S",3.5
2415,1700,Oko Caribe,twenty-four blackbirds,75.0,"2- B,S",2.75
2416,1700,"Cedeno, lot 271",twenty-four blackbirds,75.0,"2- B,S",3.5
2417,1996,Kokoa Kamili,twenty-four blackbirds,75.0,"2- B,S",3.25
2418,1740,Peru,Two Ravens,60.0,"3- B,S,C",3.0
2419,709,Dominican Republic,Un Dimanche A Paris,63.0,"3- B,S,C",3.75
2420,2000,Dominican Republic,Uncouth,75.0,"2- B,S",2.75
2421,2004,Tanzania,Uncouth,75.0,"2- B,S",3.0
2422,2004,Guatemala,Uncouth,75.0,"2- B,S",3.25
2423,1438,Matagalpa,Undone,74.0,"2- B,S",2.75
2424,1438,"San Francisco de Macoris, Nourish",Undone,70.0,"2- B,S",3.0
2425,1752,"Madagascar, Sassy Bar",Upchurch,72.0,"2- B,S",3.0
2426,1752,"Tanzania, Party Bar",Upchurch,72.0,"2- B,S",3.25
2427,1327,"Sur del Lago, Merida",Urzi,65.0,"4- B,S,C,V",3.25
2428,1968,"Sierra Nevada, Tutu Iku",Utopick,70.0,"3- B,S,C",3.75
2429,2210,Nugo,Utopick,70.0,"3- B,S,C",3.75
2430,2478,"Maya Mountain, Toledo, batch 91",Vaka,74.0,"3- B,S,C",3.5
2431,63,"Carribean, Caraibe",Valrhona,66.0,"5- B,S,C,V,L",3.0
2432,63,"Guanaja, South America",Valrhona,70.0,"5- B,S,C,V,L",3.75
2433,75,Gran Couva 2005 P.,Valrhona,64.0,"5- B,S,C,V,L",2.5
2434,75,"Porcelana, Maracaibo, Palmira P. 2005",Valrhona,64.0,"5- B,S,C,V,L",3.0
2435,75,"Sambirano, Ampamakia 2005, Millot P.",Valrhona,64.0,"5- B,S,C,V,L",3.5
2436,117,"Araguani, Venezuela, Carribean",Valrhona,72.0,"5- B,S,C,V,L",3.0
2437,129,Chuao 2002 P.,Valrhona,65.0,"5- B,S,C,V,L",3.75
2438,129,Manjari,Valrhona,64.0,"5- B,S,C,V,L",4.0
2439,147,Le Noir Extra Amer,Valrhona,85.0,"5- B,S,C,V,L",1.5
2440,153,"Abinao, West Africa",Valrhona,85.0,"5- B,S,C,V,L",2.5
2441,157,"Le Noir Amer, West Africa",Valrhona,71.0,"5- B,S,C,V,L",2.75
2442,162,"Porcelana, Maracaibo, Palmira P. 2006",Valrhona,64.0,"5- B,S,C,V,L",3.25
2443,327,Tainori,Valrhona,64.0,"5- B,S,C,V,L",3.75
2444,370,Alpaco,Valrhona,66.0,"5- B,S,C,V,L",3.75
2445,395,Nyangbo,Valrhona,68.0,"5- B,S,C,V,L",3.5
2446,709,Caraque,Valrhona,56.0,"5- B,S,C,V,L",3.25
2447,757,"Porcelana, Pedegral",Valrhona,64.0,"5- B,S,C,V,L",4.0
2448,931,"Otucan, Grand Cru",Valrhona,69.0,"5- B,S,C,V,L",4.0
2449,1145,"Andoa, Grand Cru blend",Valrhona,70.0,"5- B,S,C,V,L",3.5
2450,1153,"Loma Sotavento, 2013",Valrhona,64.0,"5- B,S,C,V,L",3.5
2451,1510,"Piura, Illanka, Quemazon",Valrhona,63.0,"5- B,S,C,V,L",4.0
2452,1972,"Oriado, Peru, Dom. Rep",Valrhona,60.0,"3- B,S,C",3.25
2453,963,Manhattan,Vanleer (Barry Callebaut),72.0,"3- B,S,C",2.5
2454,963,Napa,Vanleer (Barry Callebaut),65.0,"3- B,S,C",2.75
2455,404,Madagascar,Vao Vao (Chocolaterie Robert),72.0,"3- B,S,C",2.75
2456,404,Madagascar,Vao Vao (Chocolaterie Robert),76.0,"4- B,S,C,V",2.75
2457,404,Madagascar,Vao Vao (Chocolaterie Robert),80.0,"4- B,S,C,V",2.75
2458,404,Madagascar,Vao Vao (Chocolaterie Robert),70.0,"3- B,S,C",3.0
2459,404,Madagascar w/ nibs,Vao Vao (Chocolaterie Robert),68.0,"3- B,S,C",3.0
2460,404,Madagascar,Vao Vao (Chocolaterie Robert),64.0,"3- B,S,C",3.25
2461,2744,Guatemala,Vesta,78.0,"3- B,S*,C",3.5
2462,1470,Palos Blancos,Vicuna,70.0,"2- B,S",3.25
2463,1470,Palos Blancos + nibs,Vicuna,70.0,"2- B,S",3.25
2464,2186,Palos Blancos,Vicuna,70.0,"2- B,S",2.75
2465,2186,Alta Verapaz,Vicuna,70.0,"2- B,S",3.0
2466,2190,San Francisco de Macoris,Vicuna,70.0,"2- B,S",3.25
2467,991,"Classic, Central and S. America",Videri,70.0,"3- B,S,C",3.25
2468,1117,"Dark, Central and S. America",Videri,90.0,"3- B,S,C",3.75
2469,1211,Dominican Republic,Videri,90.0,"3- B,S,C",3.25
2470,1211,Trinidad,Videri,75.0,"3- B,S,C",3.5
2471,1227,Mindo,Videri,75.0,"3- B,S,C",3.5
2472,2578,Chimelb,Videri,75.0,"2- B,S",2.75
2473,2578,Zorzal,Videri,75.0,"2- B,S",3.0
2474,2578,"Classic Dark, Ecuador-Guatemala-Dom. Rep.",Videri,70.0,"3- B,S,C",3.5
2475,2578,Costas Esmeraldas,Videri,75.0,"2- B,S",3.5
2476,951,"Ben Tre, Mekong Delta, MoCay",Vietcacao (A. Morin),70.0,"4- B,S,C,L",3.5
2477,1205,San Martin,Vintage Plantations,75.0,"3- B,S,C",3.0
2478,153,"Los Rios, Rancho Grande 2004/2007",Vintage Plantations (Tulicorp),100.0,"3- B,S,C",2.0
2479,153,"Los Rios, Rancho Grande 2004/2007",Vintage Plantations (Tulicorp),90.0,"3- B,S,C",2.0
2480,153,"Los Rios, Rancho Grande 2004/2007",Vintage Plantations (Tulicorp),75.0,"3- B,S,C",3.0
2481,153,"Los Rios, Rancho Grande 2007",Vintage Plantations (Tulicorp),65.0,"3- B,S,C",3.0
2482,1458,Sambirano Valley,Violet Sky,77.0,"2- B,S",2.75
2483,1458,Moho River Valley,Violet Sky,77.0,"2- B,S",3.0
2484,1458,Cuyagua,Violet Sky,77.0,"2- B,S",3.0
2485,1458,Peru,Violet Sky,77.0,"2- B,S",3.25
2486,1502,Cahabon,Violet Sky,77.0,"2- B,S",2.75
2487,1720,Peru,Vivra,70.0,"5- B,S,C,V,L",2.5
2488,1720,Ocumare,Vivra,70.0,"5- B,S,C,V,L",2.5
2489,1724,Dominican Republic,Vivra,70.0,"5- B,S,C,V,L",3.0
2490,2178,Alto Beni,Vivra,70.0,"5- B,S,C,V,L",2.5
2491,2182,"Pisa, Adul de Nord",Vivra,70.0,"5- B,S,C,V,L",2.5
2492,1756,Conacado,Wellington Chocolate Factory,70.0,"2- B,S*",3.5
2493,1756,"Piura Blanco, Norandino",Wellington Chocolate Factory,70.0,"2- B,S*",3.5
2494,2012,Samoa,Wellington Chocolate Factory,77.0,"2- B,S",3.0
2495,2092,Kokoa Kamili,White Label aka Mutari,68.0,"3- B,S,C",3.0
2496,2096,Alto Beni,White Label aka Mutari,72.0,"3- B,S,C",3.0
2497,2622,"La Masica, 2015 harvest, b. LH74HORZConcheV2",White Label aka Mutari,74.0,"2- B,S",3.75
2498,2622,"Garcia Estate, 2019 harvest, b. GT722162021820",White Label aka Mutari,72.0,"3- B,S,C",3.75
2499,2626,"Kablon Farms, b. KP7417211821",White Label aka Mutari,74.0,"3- B,S,C",3.5
2500,2626,"Semuliki, 2017-18 h., batch SU72conche22212621",White Label aka Mutari,72.0,"3- B,S,C",3.5
2501,2764,"Costa Esmeraldas, CEconche77121620121820",White Label aka Mutari,77.0,"3- B,S,C",4.0
2502,2768,"Bachelor's Hall, BHJ72030521040321",White Label aka Mutari,72.0,"3- B,S,C",3.75
2503,2768,"Kerala, K172Testbatch1",White Label aka Mutari,72.0,"3- B,S,C",3.75
2504,2768,"Chaparral, batch 12022",White Label aka Mutari,72.0,"3- B,S,C",3.5
2505,733,Ghana,Whittakers,72.0,"3- B,S,C",2.5
2506,1169,Amazonas,Wilkie's Organic,75.0,"3- B,S,C",2.5
2507,1169,Amazonas,Wilkie's Organic,89.0,"3- B,S,C",2.75
2508,1169,Tumbes,Wilkie's Organic,75.0,"3- B,S,C",3.25
2509,1173,Amazonas w/ nibs,Wilkie's Organic,75.0,"3- B,S,C",2.75
2510,457,San Martin,Willie's Cacao,70.0,"3- B,S,C",3.0
2511,457,Rio Caribe,Willie's Cacao,72.0,"3- B,S,C",3.25
2512,593,Sambirano,Willie's Cacao,71.0,"3- B,S,C",3.0
2513,593,Hacienda Las Trincheras,Willie's Cacao,72.0,"3- B,S,C",3.5
2514,593,Java,Willie's Cacao,69.0,"3- B,S,C",3.75
2515,1109,"Java, Indonesian Black",Willie's Cacao,100.0,"3- B,S,C",2.25
2516,1227,Los Llanos,Willie's Cacao,88.0,"3- B,S,C",3.0
2517,1848,Los Llanos,Willie's Cacao,70.0,"3- B,S,C",4.0
2518,1912,"Guasare, Zulia Prov., 2015, batch 124",Wm,74.0,"3- B,S,C",3.0
2519,1912,"Wild Beniano, 2016, batch 128, Heirloom",Wm,76.0,"3- B,S,C",3.5
2520,1916,"Ghana, 2013, batch 129",Wm,75.0,"3- B,S,C",3.75
2521,2346,Porcelana,Wm,70.0,"3- B,S,C",3.5
2522,2406,"Maya Mountain, 2017, batch 255",Wm,68.0,"3- B,S,C",3.25
2523,2652,Dominican Republic,Wm,70.0,"3- B,S,C",3.5
2524,741,Ocumare,Woodblock,70.0,"2- B,S",4.0
2525,769,La Red,Woodblock,70.0,"2- B,S",3.5
2526,825,Ecuador,Woodblock,70.0,"2- B,S",2.5
2527,825,Costa Rica,Woodblock,70.0,"2- B,S",3.0
2528,951,"Sambirano, batch 1",Woodblock,70.0,"3- B,S,C",3.25
2529,1042,"Camino Verde P., Balao, Guayas, batch 1",Woodblock,70.0,"2- B,S",3.25
2530,1042,"Gran Couva, batch 1",Woodblock,70.0,"2- B,S",3.5
2531,1243,"Maranon, Cajamarca",Woodblock,70.0,"2- B,S",3.0
2532,2656,"Kokoa Kamili, batch 23",Woodblock,70.0,"2- B,S",3.0
2533,1057,Hispaniola,Xocolat,66.0,"5- B,S,C,L,Sa",3.0
2534,2374,Hacienda San Jose,Xocolatisimo,65.0,"4- B,S,C,L",2.75
2535,2374,Hacienda San Jose,Xocolatisimo,70.0,"4- B,S,C,L",3.25
2536,2378,Hacienda San Jose,Xocolatisimo,75.0,"4- B,S,C,L",3.0
2537,2518,"San Martin de Pangoa, batch 46",Xocolatl,70.0,"2- B,S",3.5
2538,2522,"Kokoa Kamili, Kilombero Valley, batch 1",Xocolatl,73.0,"2- B,S",3.25
2539,2522,"Matagalpa, batch 57",Xocolatl,72.0,"2- B,S",3.5
2540,1948,"Hispaniola, batch 170104",Xocolla,70.0,"2- B,S",2.5
2541,1948,"Sambirano, batch 170102",Xocolla,70.0,"2- B,S",2.75
2542,2618,Rio Claro,Zac Squared,70.0,"3- B,S,C",3.25
2543,2618,Ben Tre,Zac Squared,70.0,"3- B,S,C",3.5
2544,2618,Zorzal,Zac Squared,70.0,"3- B,S,C",3.5
2545,2700,"Tranquilidad, wild Bolivia",Zacharias,70.0,"3- B,S,C",3.0
2546,1574,"Papua New Guinea, Batch 2",Zak's,70.0,"3- B,S,C",3.0
2547,1578,"Dominican Republic, Batch D2",Zak's,70.0,"3- B,S,C",3.25
2548,1578,"Madagascar, Batch 2",Zak's,70.0,"3- B,S,C",3.25
2549,1578,"Peru, Batch 1",Zak's,70.0,"3- B,S,C",3.25
2550,1578,"Belize, Batch 2",Zak's,70.0,"3- B,S,C",3.5
2551,1582,"House Blend, Batch 2",Zak's,60.0,"3- B,S,C",3.0
2552,1820,"Millot P., Ambanja",Zart Pralinen,70.0,"3- B,S,C",3.5
2553,1824,UNOCACE,Zart Pralinen,70.0,"3- B,S,C",2.75
2554,1824,San Juan Estate,Zart Pralinen,85.0,"3- B,S,C",2.75
2555,1824,"Kakao Kamili, Kilombero Valley",Zart Pralinen,85.0,"3- B,S,C",3.0
2556,1824,"Kakao Kamili, Kilombero Valley",Zart Pralinen,70.0,"3- B,S,C",3.5
2557,1880,"San Juan Estate, Gran Couva",Zart Pralinen,78.0,"2- B,S",3.5
2558,697,Alto Beni,Zokoko,68.0,"4- B,S,C,L",3.5
2559,701,Tokiala,Zokoko,66.0,"4- B,S,C,L",3.5
2560,701,"Tranquilidad, Baures",Zokoko,72.0,"4- B,S,C,L",3.75
2561,1716,Guadalcanal,Zokoko,78.0,"4- B,S,C,L",3.75
2562,1780,Goddess Blend,Zokoko,65.0,"5- B,S,C,V,L",3.25
2563,2044,"Jeru Antiguo, batch jan705, 2 turns",Zoto (Chocolatoa),72.0,"3- B,S,C",3.0
2564,2048,"El Castillero, batch ca1705, 3 turns",Zoto (Chocolatoa),70.0,"3- B,S,C",3.75
2565,2064,Rugoso,Zoto (Chocolatoa),75.0,"3- B,S,C",3.25
2566,2230,"Kilimamwenza, Ituri Province",Zoto (Chocolatoa),68.0,"3- B,S*,C",3.0
2567,486,"Brazil, Mitzi Blue",Zotter,65.0,"4- B,S*,C,Sa",3.0
2568,647,Peru,Zotter,70.0,"4- B,S*,C,Sa",3.75
2569,749,Congo,Zotter,65.0,"4- B,S*,C,Sa",3.0
2570,749,Kerala State,Zotter,65.0,"4- B,S*,C,Sa",3.5
2571,781,Kerala State,Zotter,62.0,"4- B,S*,C,Sa",3.25
2572,801,"Bocas del Toro, Cocabo Co-op",Zotter,72.0,"4- B,S*,C,Sa",3.5
2573,801,Amazonas Frucht,Zotter,65.0,"4- B,S*,C,Sa",3.5
2574,875,"Satipo Pangoa region, 16hr conche",Zotter,70.0,"4- B,S*,C,Sa",3.0
2575,875,"Satipo Pangoa region, 20hr conche",Zotter,70.0,"4- B,S*,C,Sa",3.5
2576,875,"Loma Los Pinos, Yacao region, D.R.",Zotter,62.0,"4- B,S*,C,Sa",3.75
2577,879,El Oro,Zotter,75.0,"4- B,S*,C,Sa",3.0
2578,879,Huiwani Coop,Zotter,75.0,"4- B,S*,C,Sa",3.0
2579,879,El Ceibo Coop,Zotter,90.0,"4- B,S*,C,Sa",3.25
2580,879,Santo Domingo,Zotter,70.0,"4- B,S*,C,Sa",3.75
2581,883,"Kongo, Highlands",Zotter,68.0,"4- B,S*,C,Sa",3.25
2582,883,"Indianer, Raw",Zotter,58.0,"4- B,S*,C,Sa",3.5
2583,1205,Raw,Zotter,80.0,"4- B,S*,C,Sa",2.75
2584,1996,"APROCAFA, Acandi",Zotter,75.0,"3- B,S,C",3.75
2585,2036,"Dry Aged, 30 yr Anniversary bar",Zotter,75.0,"3- B,S,C",3.0
2586,2170,Mountains of the Moon,Zotter,70.0,"3- B,S,C",3.25
2587,2170,Maya Mtn,Zotter,72.0,"3- B,S,C",3.5
